case,family,root,phase,mechanics,replay_equal,cross_mechanics_equal,checks_pass,failed,cell_proposals,arrow_proposals,cell_updates,arrow_updates,cell_deallocations,arrow_deallocations,physical_work,trace_len,final_tick,naturally_quiescent,body_hash,markers
44,gate_d_orphan_cleanup_reuse,7500000,8,production,true,true,true,,2,4,0,0,2,4,17,20,18,true,24f65743983cb00a9a3c1fa74888d681b6417138ca3576c9cd654b0c9448ab96,cell_slots=[CellSlot(2); CellSlot(3)]->[CellSlot(2); CellSlot(3)];arrow_slots=[Some(ArrowSlot(0)); Some(ArrowSlot(1)); Some(ArrowSlot(2)); Some(ArrowSlot(3))]->[Some(ArrowSlot(0)); Some(ArrowSlot(1)); Some(ArrowSlot(2)); Some(ArrowSlot(3))]
45,gate_e_positive_consequence,7500000,8,reference,true,true,false,positive_stem_consolidated|positive_relation_remains_executable,2,4,1,1,1,3,19,23,18,true,14b9ecb88137fda9d08a79d7d125395cb82ce95c3dd9f1471e6aea78fb48d274,positive_r=cellSome(4)/stemSome(1)/outSome(4);negative_r=cellSome(1)/outSome(1);live10=positive(true; false; true)/negative(false; false; false)
45,gate_e_positive_consequence,7500000,8,production,true,true,false,positive_stem_consolidated|positive_relation_remains_executable,2,4,1,1,1,3,19,23,18,true,14b9ecb88137fda9d08a79d7d125395cb82ce95c3dd9f1471e6aea78fb48d274,positive_r=cellSome(4)/stemSome(1)/outSome(4);negative_r=cellSome(1)/outSome(1);live10=positive(true; false; true)/negative(false; false; false)
46,gate_a_sign_symmetry,7500000,9,reference,true,true,true,,2,4,0,0,0,0,11,14,11,true,26586b706a6e907aa657aa9b28b72ab811d6620b4125623ca266dac0447dae1f,negative=CellId(2)/CellSlot(2);positive=CellId(3)/CellSlot(3)
46,gate_a_sign_symmetry,7500000,9,production,true,true,true,,2,4,0,0,0,0,11,14,11,true,26586b706a6e907aa657aa9b28b72ab811d6620b4125623ca266dac0447dae1f,negative=CellId(2)/CellSlot(2);positive=CellId(3)/CellSlot(3)
47,gate_b_no_consequence,7500000,9,reference,true,true,true,,2,4,0,0,2,4,17,20,19,true,b8e599135ec68e37de338a51db93c6d68e5c72ad86c0d8e6a3d37003f5f74348,negative_live=(false; false; false);positive_live=(false; false; false)
47,gate_b_no_consequence,7500000,9,production,true,true,true,,2,4,0,0,2,4,17,20,19,true,b8e599135ec68e37de338a51db93c6d68e5c72ad86c0d8e6a3d37003f5f74348,negative_live=(false; false; false);positive_live=(false; false; false)
48,gate_c_bounded_creation,7500000,9,reference,true,true,true,,2,4,0,0,2,4,35,50,19,true,b8e599135ec68e37de338a51db93c6d68e5c72ad86c0d8e6a3d37003f5f74348,proposals=(2; 4)
48,gate_c_bounded_creation,7500000,9,production,true,true,true,,2,4,0,0,2,4,35,50,19,true,b8e599135ec68e37de338a51db93c6d68e5c72ad86c0d8e6a3d37003f5f74348,proposals=(2; 4)
49,gate_d_orphan_cleanup_reuse,7500000,9,reference,true,true,true,,2,4,0,0,2,4,17,20,19,true,24f65743983cb00a9a3c1fa74888d681b6417138ca3576c9cd654b0c9448ab96,cell_slots=[CellSlot(2); CellSlot(3)]->[CellSlot(2); CellSlot(3)];arrow_slots=[Some(ArrowSlot(0)); Some(ArrowSlot(1)); Some(ArrowSlot(2)); Some(ArrowSlot(3))]->[Some(ArrowSlot(0)); Some(ArrowSlot(1)); Some(ArrowSlot(2)); Some(ArrowSlot(3))]
49,gate_d_orphan_cleanup_reuse,7500000,9,production,true,true,true,,2,4,0,0,2,4,17,20,19,true,24f65743983cb00a9a3c1fa74888d681b6417138ca3576c9cd654b0c9448ab96,cell_slots=[CellSlot(2); CellSlot(3)]->[CellSlot(2); CellSlot(3)];arrow_slots=[Some(ArrowSlot(0)); Some(ArrowSlot(1)); Some(ArrowSlot(2)); Some(ArrowSlot(3))]->[Some(ArrowSlot(0)); Some(ArrowSlot(1)); Some(ArrowSlot(2)); Some(ArrowSlot(3))]
50,gate_e_positive_consequence,7500000,9,reference,true,true,false,positive_stem_consolidated|positive_relation_remains_executable,2,4,1,1,1,3,19,23,19,true,14b9ecb88137fda9d08a79d7d125395cb82ce95c3dd9f1471e6aea78fb48d274,positive_r=cellSome(4)/stemSome(1)/outSome(4);negative_r=cellSome(1)/outSome(1);live10=positive(true; false; true)/negative(false; false; false)
50,gate_e_positive_consequence,7500000,9,production,true,true,false,positive_stem_consolidated|positive_relation_remains_executable,2,4,1,1,1,3,19,23,19,true,14b9ecb88137fda9d08a79d7d125395cb82ce95c3dd9f1471e6aea78fb48d274,positive_r=cellSome(4)/stemSome(1)/outSome(4);negative_r=cellSome(1)/outSome(1);live10=positive(true; false; true)/negative(false; false; false)
51,gate_a_sign_symmetry,7600001,0,reference,true,true,true,,2,4,0,0,0,0,11,14,2,true,3ac7cd2252d88ee6e6a8ca907436b4504632782a5f1031ce474dfee89acf9efc,negative=CellId(2)/CellSlot(2);positive=CellId(3)/CellSlot(3)
51,gate_a_sign_symmetry,7600001,0,production,true,true,true,,2,4,0,0,0,0,11,14,2,true,3ac7cd2252d88ee6e6a8ca907436b4504632782a5f1031ce474dfee89acf9efc,negative=CellId(2)/CellSlot(2);positive=CellId(3)/CellSlot(3)
52,gate_b_no_consequence,7600001,0,reference,true,true,true,,2,4,0,0,2,4,17,20,10,true,217668b857368839b902c2ae102f6b0f2ae0728bd3b933e3a9e188bd85e9839e,negative_live=(false; false; false);positive_live=(false; false; false)
52,gate_b_no_consequence,7600001,0,production,true,true,true,,2,4,0,0,2,4,17,20,10,true,217668b857368839b902c2ae102f6b0f2ae0728bd3b933e3a9e188bd85e9839e,negative_live=(false; false; false);positive_live=(false; false; false)
53,gate_c_bounded_creation,7600001,0,reference,true,true,true,,2,4,0,0,2,4,35,50,10,true,217668b857368839b902c2ae102f6b0f2ae0728bd3b933e3a9e188bd85e9839e,proposals=(2; 4)
53,gate_c_bounded_creation,7600001,0,production,true,true,true,,2,4,0,0,2,4,35,50,10,true,217668b857368839b902c2ae102f6b0f2ae0728bd3b933e3a9e188bd85e9839e,proposals=(2; 4)
54,gate_d_orphan_cleanup_reuse,7600001,0,reference,true,true,true,,2,4,0,0,2,4,17,20,10,true,86971fb624b6274ad897b80b29d4afa4481a2e536dd88d35f277553179f2d2d2,cell_slots=[CellSlot(2); CellSlot(3)]->[CellSlot(2); CellSlot(3)];arrow_slots=[Some(ArrowSlot(0)); Some(ArrowSlot(1)); Some(ArrowSlot(2)); Some(ArrowSlot(3))]->[Some(ArrowSlot(0)); Some(ArrowSlot(1)); Some(ArrowSlot(2)); Some(ArrowSlot(3))]
54,gate_d_orphan_cleanup_reuse,7600001,0,production,true,true,true,,2,4,0,0,2,4,17,20,10,true,86971fb624b6274ad897b80b29d4afa4481a2e536dd88d35f277553179f2d2d2,cell_slots=[CellSlot(2); CellSlot(3)]->[CellSlot(2); CellSlot(3)];arrow_slots=[Some(ArrowSlot(0)); Some(ArrowSlot(1)); Some(ArrowSlot(2)); Some(ArrowSlot(3))]->[Some(ArrowSlot(0)); Some(ArrowSlot(1)); Some(ArrowSlot(2)); Some(ArrowSlot(3))]
55,gate_e_positive_consequence,7600001,0,reference,true,true,false,positive_stem_consolidated|positive_relation_remains_executable,2,4,1,1,1,3,19,23,10,true,38efd2fdb1d5d07f328489191f055b19cbea6e573bfb1348c702dae9f9a0c05c,positive_r=cellSome(4)/stemSome(1)/outSome(4);negative_r=cellSome(1)/outSome(1);live10=positive(true; false; true)/negative(false; false; false)
55,gate_e_positive_consequence,7600001,0,production,true,true,false,positive_stem_consolidated|positive_relation_remains_executable,2,4,1,1,1,3,19,23,10,true,38efd2fdb1d5d07f328489191f055b19cbea6e573bfb1348c702dae9f9a0c05c,positive_r=cellSome(4)/stemSome(1)/outSome(4);negative_r=cellSome(1)/outSome(1);live10=positive(true; false; true)/negative(false; false; false)
56,gate_a_sign_symmetry,7600001,1,reference,true,true,true,,2,4,0,0,0,0,11,14,3,true,3ac7cd2252d88ee6e6a8ca907436b4504632782a5f1031ce474dfee89acf9efc,negative=CellId(2)/CellSlot(2);positive=CellId(3)/CellSlot(3)
56,gate_a_sign_symmetry,7600001,1,production,true,true,true,,2,4,0,0,0,0,11,14,3,true,3ac7cd2252d88ee6e6a8ca907436b4504632782a5f1031ce474dfee89acf9efc,negative=CellId(2)/CellSlot(2);positive=CellId(3)/CellSlot(3)
57,gate_b_no_consequence,7600001,1,reference,true,true,true,,2,4,0,0,2,4,17,20,11,true,217668b857368839b902c2ae102f6b0f2ae0728bd3b933e3a9e188bd85e9839e,negative_live=(false; false; false);positive_live=(false; false; false)
57,gate_b_no_consequence,7600001,1,production,true,true,true,,2,4,0,0,2,4,17,20,11,true,217668b857368839b902c2ae102f6b0f2ae0728bd3b933e3a9e188bd85e9839e,negative_live=(false; false; false);positive_live=(false; false; false)
58,gate_c_bounded_creation,7600001,1,reference,true,true,true,,2,4,0,0,2,4,35,50,11,true,217668b857368839b902c2ae102f6b0f2ae0728bd3b933e3a9e188bd85e9839e,proposals=(2; 4)
58,gate_c_bounded_creation,7600001,1,production,true,true,true,,2,4,0,0,2,4,35,50,11,true,217668b857368839b902c2ae102f6b0f2ae0728bd3b933e3a9e188bd85e9839e,proposals=(2; 4)
59,gate_d_orphan_cleanup_reuse,7600001,1,reference,true,true,true,,2,4,0,0,2,4,17,20,11,true,86971fb624b6274ad897b80b29d4afa4481a2e536dd88d35f277553179f2d2d2,cell_slots=[CellSlot(2); CellSlot(3)]->[CellSlot(2); CellSlot(3)];arrow_slots=[Some(ArrowSlot(0)); Some(ArrowSlot(1)); Some(ArrowSlot(2)); Some(ArrowSlot(3))]->[Some(ArrowSlot(0)); Some(ArrowSlot(1)); Some(ArrowSlot(2)); Some(ArrowSlot(3))]
59,gate_d_orphan_cleanup_reuse,7600001,1,production,true,true,true,,2,4,0,0,2,4,17,20,11,true,86971fb624b6274ad897b80b29d4afa4481a2e536dd88d35f277553179f2d2d2,cell_slots=[CellSlot(2); CellSlot(3)]->[CellSlot(2); CellSlot(3)];arrow_slots=[Some(ArrowSlot(0)); Some(ArrowSlot(1)); Some(ArrowSlot(2)); Some(ArrowSlot(3))]->[Some(ArrowSlot(0)); Some(ArrowSlot(1)); Some(ArrowSlot(2)); Some(ArrowSlot(3))]
60,gate_e_positive_consequence,7600001,1,reference,true,true,false,positive_stem_consolidated|positive_relation_remains_executable,2,4,1,1,1,3,19,23,11,true,38efd2fdb1d5d07f328489191f055b19cbea6e573bfb1348c702dae9f9a0c05c,positive_r=cellSome(4)/stemSome(1)/outSome(4);negative_r=cellSome(1)/outSome(1);live10=positive(true; false; true)/negative(false; false; false)
60,gate_e_positive_consequence,7600001,1,production,true,true,false,positive_stem_consolidated|positive_relation_remains_executable,2,4,1,1,1,3,19,23,11,true,38efd2fdb1d5d07f328489191f055b19cbea6e573bfb1348c702dae9f9a0c05c,positive_r=cellSome(4)/stemSome(1)/outSome(4);negative_r=cellSome(1)/outSome(1);live10=positive(true; false; true)/negative(false; false; false)
61,gate_a_sign_symmetry,7600001,2,reference,true,true,true,,2,4,0,0,0,0,11,14,4,true,3ac7cd2252d88ee6e6a8ca907436b4504632782a5f1031ce474dfee89acf9efc,negative=CellId(2)/CellSlot(2);positive=CellId(3)/CellSlot(3)
61,gate_a_sign_symmetry,7600001,2,production,true,true,true,,2,4,0,0,0,0,11,14,4,true,3ac7cd2252d88ee6e6a8ca907436b4504632782a5f1031ce474dfee89acf9efc,negative=CellId(2)/CellSlot(2);positive=CellId(3)/CellSlot(3)
62,gate_b_no_consequence,7600001,2,reference,true,true,true,,2,4,0,0,2,4,17,20,12,true,217668b857368839b902c2ae102f6b0f2ae0728bd3b933e3a9e188bd85e9839e,negative_live=(false; false; false);positive_live=(false; false; false)
62,gate_b_no_consequence,7600001,2,production,true,true,true,,2,4,0,0,2,4,17,20,12,true,217668b857368839b902c2ae102f6b0f2ae0728bd3b933e3a9e188bd85e9839e,negative_live=(false; false; false);positive_live=(false; false; false)
63,gate_c_bounded_creation,7600001,2,reference,true,true,true,,2,4,0,0,2,4,35,50,12,true,217668b857368839b902c2ae102f6b0f2ae0728bd3b933e3a9e188bd85e9839e,proposals=(2; 4)
63,gate_c_bounded_creation,7600001,2,production,true,true,true,,2,4,0,0,2,4,35,50,12,true,217668b857368839b902c2ae102f6b0f2ae0728bd3b933e3a9e188bd85e9839e,proposals=(2; 4)
64,gate_d_orphan_cleanup_reuse,7600001,2,reference,true,true,true,,2,4,0,0,2,4,17,20,12,true,86971fb624b6274ad897b80b29d4afa4481a2e536dd88d35f277553179f2d2d2,cell_slots=[CellSlot(2); CellSlot(3)]->[CellSlot(2); CellSlot(3)];arrow_slots=[Some(ArrowSlot(0)); Some(ArrowSlot(1)); Some(ArrowSlot(2)); Some(ArrowSlot(3))]->[Some(ArrowSlot(0)); Some(ArrowSlot(1)); Some(ArrowSlot(2)); Some(ArrowSlot(3))]
64,gate_d_orphan_cleanup_reuse,7600001,2,production,true,true,true,,2,4,0,0,2,4,17,20,12,true,86971fb624b6274ad897b80b29d4afa4481a2e536dd88d35f277553179f2d2d2,cell_slots=[CellSlot(2); CellSlot(3)]->[CellSlot(2); CellSlot(3)];arrow_slots=[Some(ArrowSlot(0)); Some(ArrowSlot(1)); Some(ArrowSlot(2)); Some(ArrowSlot(3))]->[Some(ArrowSlot(0)); Some(ArrowSlot(1)); Some(ArrowSlot(2)); Some(ArrowSlot(3))]
65,gate_e_positive_consequence,7600001,2,reference,true,true,false,positive_stem_consolidated|positive_relation_remains_executable,2,4,1,1,1,3,19,23,12,true,38efd2fdb1d5d07f328489191f055b19cbea6e573bfb1348c702dae9f9a0c05c,positive_r=cellSome(4)/stemSome(1)/outSome(4);negative_r=cellSome(1)/outSome(1);live10=positive(true; false; true)/negative(false; false; false)
65,gate_e_positive_consequence,7600001,2,production,true,true,false,positive_stem_consolidated|positive_relation_remains_executable,2,4,1,1,1,3,19,23,12,true,38efd2fdb1d5d07f328489191f055b19cbea6e573bfb1348c702dae9f9a0c05c,positive_r=cellSome(4)/stemSome(1)/outSome(4);negative_r=cellSome(1)/outSome(1);live10=positive(true; false; true)/negative(false; false; false)
66,gate_a_sign_symmetry,7600001,3,reference,true,true,true,,2,4,0,0,0,0,11,14,5,true,3ac7cd2252d88ee6e6a8ca907436b4504632782a5f1031ce474dfee89acf9efc,negative=CellId(2)/CellSlot(2);positive=CellId(3)/CellSlot(3)
66,gate_a_sign_symmetry,7600001,3,production,true,true,true,,2,4,0,0,0,0,11,14,5,true,3ac7cd2252d88ee6e6a8ca907436b4504632782a5f1031ce474dfee89acf9efc,negative=CellId(2)/CellSlot(2);positive=CellId(3)/CellSlot(3)
67,gate_b_no_consequence,7600001,3,reference,true,true,true,,2,4,0,0,2,4,17,20,13,true,217668b857368839b902c2ae102f6b0f2ae0728bd3b933e3a9e188bd85e9839e,negative_live=(false; false; false);positive_live=(false; false; false)
67,gate_b_no_consequence,7600001,3,production,true,true,true,,2,4,0,0,2,4,17,20,13,true,217668b857368839b902c2ae102f6b0f2ae0728bd3b933e3a9e188bd85e9839e,negative_live=(false; false; false);positive_live=(false; false; false)
68,gate_c_bounded_creation,7600001,3,reference,true,true,true,,2,4,0,0,2,4,35,50,13,true,217668b857368839b902c2ae102f6b0f2ae0728bd3b933e3a9e188bd85e9839e,proposals=(2; 4)
68,gate_c_bounded_creation,7600001,3,production,true,true,true,,2,4,0,0,2,4,35,50,13,true,217668b857368839b902c2ae102f6b0f2ae0728bd3b933e3a9e188bd85e9839e,proposals=(2; 4)
69,gate_d_orphan_cleanup_reuse,7600001,3,reference,true,true,true,,2,4,0,0,2,4,17,20,13,true,86971fb624b6274ad897b80b29d4afa4481a2e536dd88d35f277553179f2d2d2,cell_slots=[CellSlot(2); CellSlot(3)]->[CellSlot(2); CellSlot(3)];arrow_slots=[Some(ArrowSlot(0)); Some(ArrowSlot(1)); Some(ArrowSlot(2)); Some(ArrowSlot(3))]->[Some(ArrowSlot(0)); Some(ArrowSlot(1)); Some(ArrowSlot(2)); Some(ArrowSlot(3))]
69,gate_d_orphan_cleanup_reuse,7600001,3,production,true,true,true,,2,4,0,0,2,4,17,20,13,true,86971fb624b6274ad897b80b29d4afa4481a2e536dd88d35f277553179f2d2d2,cell_slots=[CellSlot(2); CellSlot(3)]->[CellSlot(2); CellSlot(3)];arrow_slots=[Some(ArrowSlot(0)); Some(ArrowSlot(1)); Some(ArrowSlot(2)); Some(ArrowSlot(3))]->[Some(ArrowSlot(0)); Some(ArrowSlot(1)); Some(ArrowSlot(2)); Some(ArrowSlot(3))]
70,gate_e_positive_consequence,7600001,3,reference,true,true,false,positive_stem_consolidated|positive_relation_remains_executable,2,4,1,1,1,3,19,23,13,true,38efd2fdb1d5d07f328489191f055b19cbea6e573bfb1348c702dae9f9a0c05c,positive_r=cellSome(4)/stemSome(1)/outSome(4);negative_r=cellSome(1)/outSome(1);live10=positive(true; false; true)/negative(false; false; false)
70,gate_e_positive_consequence,7600001,3,production,true,true,false,positive_stem_consolidated|positive_relation_remains_executable,2,4,1,1,1,3,19,23,13,true,38efd2fdb1d5d07f328489191f055b19cbea6e573bfb1348c702dae9f9a0c05c,positive_r=cellSome(4)/stemSome(1)/outSome(4);negative_r=cellSome(1)/outSome(1);live10=positive(true; false; true)/negative(false; false; false)
71,gate_a_sign_symmetry,7600001,4,reference,true,true,true,,2,4,0,0,0,0,11,14,6,true,3ac7cd2252d88ee6e6a8ca907436b4504632782a5f1031ce474dfee89acf9efc,negative=CellId(2)/CellSlot(2);positive=CellId(3)/CellSlot(3)
71,gate_a_sign_symmetry,7600001,4,production,true,true,true,,2,4,0,0,0,0,11,14,6,true,3ac7cd2252d88ee6e6a8ca907436b4504632782a5f1031ce474dfee89acf9efc,negative=CellId(2)/CellSlot(2);positive=CellId(3)/CellSlot(3)
72,gate_b_no_consequence,7600001,4,reference,true,true,true,,2,4,0,0,2,4,17,20,14,true,217668b857368839b902c2ae102f6b0f2ae0728bd3b933e3a9e188bd85e9839e,negative_live=(false; false; false);positive_live=(false; false; false)
72,gate_b_no_consequence,7600001,4,production,true,true,true,,2,4,0,0,2,4,17,20,14,true,217668b857368839b902c2ae102f6b0f2ae0728bd3b933e3a9e188bd85e9839e,negative_live=(false; false; false);positive_live=(false; false; false)
73,gate_c_bounded_creation,7600001,4,reference,true,true,true,,2,4,0,0,2,4,35,50,14,true,217668b857368839b902c2ae102f6b0f2ae0728bd3b933e3a9e188bd85e9839e,proposals=(2; 4)
73,gate_c_bounded_creation,7600001,4,production,true,true,true,,2,4,0,0,2,4,35,50,14,true,217668b857368839b902c2ae102f6b0f2ae0728bd3b933e3a9e188bd85e9839e,proposals=(2; 4)
74,gate_d_orphan_cleanup_reuse,7600001,4,reference,true,true,true,,2,4,0,0,2,4,17,20,14,true,86971fb624b6274ad897b80b29d4afa4481a2e536dd88d35f277553179f2d2d2,cell_slots=[CellSlot(2); CellSlot(3)]->[CellSlot(2); CellSlot(3)];arrow_slots=[Some(ArrowSlot(0)); Some(ArrowSlot(1)); Some(ArrowSlot(2)); Some(ArrowSlot(3))]->[Some(ArrowSlot(0)); Some(ArrowSlot(1)); Some(ArrowSlot(2)); Some(ArrowSlot(3))]
74,gate_d_orphan_cleanup_reuse,7600001,4,production,true,true,true,,2,4,0,0,2,4,17,20,14,true,86971fb624b6274ad897b80b29d4afa4481a2e536dd88d35f277553179f2d2d2,cell_slots=[CellSlot(2); CellSlot(3)]->[CellSlot(2); CellSlot(3)];arrow_slots=[Some(ArrowSlot(0)); Some(ArrowSlot(1)); Some(ArrowSlot(2)); Some(ArrowSlot(3))]->[Some(ArrowSlot(0)); Some(ArrowSlot(1)); Some(ArrowSlot(2)); Some(ArrowSlot(3))]
75,gate_e_positive_consequence,7600001,4,reference,true,true,false,positive_stem_consolidated|positive_relation_remains_executable,2,4,1,1,1,3,19,23,14,true,38efd2fdb1d5d07f328489191f055b19cbea6e573bfb1348c702dae9f9a0c05c,positive_r=cellSome(4)/stemSome(1)/outSome(4);negative_r=cellSome(1)/outSome(1);live10=positive(true; false; true)/negative(false; false; false)
75,gate_e_positive_consequence,7600001,4,production,true,true,false,positive_stem_consolidated|positive_relation_remains_executable,2,4,1,1,1,3,19,23,14,true,38efd2fdb1d5d07f328489191f055b19cbea6e573bfb1348c702dae9f9a0c05c,positive_r=cellSome(4)/stemSome(1)/outSome(4);negative_r=cellSome(1)/outSome(1);live10=positive(true; false; true)/negative(false; false; false)
76,gate_a_sign_symmetry,7600001,5,reference,true,true,true,,2,4,0,0,0,0,11,14,7,true,3ac7cd2252d88ee6e6a8ca907436b4504632782a5f1031ce474dfee89acf9efc,negative=CellId(2)/CellSlot(2);positive=CellId(3)/CellSlot(3)
76,gate_a_sign_symmetry,7600001,5,production,true,true,true,,2,4,0,0,0,0,11,14,7,true,3ac7cd2252d88ee6e6a8ca907436b4504632782a5f1031ce474dfee89acf9efc,negative=CellId(2)/CellSlot(2);positive=CellId(3)/CellSlot(3)
77,gate_b_no_consequence,7600001,5,reference,true,true,true,,2,4,0,0,2,4,17,20,15,true,217668b857368839b902c2ae102f6b0f2ae0728bd3b933e3a9e188bd85e9839e,negative_live=(false; false; false);positive_live=(false; false; false)
77,gate_b_no_consequence,7600001,5,production,true,true,true,,2,4,0,0,2,4,17,20,15,true,217668b857368839b902c2ae102f6b0f2ae0728bd3b933e3a9e188bd85e9839e,negative_live=(false; false; false);positive_live=(false; false; false)
78,gate_c_bounded_creation,7600001,5,reference,true,true,true,,2,4,0,0,2,4,35,50,15,true,217668b857368839b902c2ae102f6b0f2ae0728bd3b933e3a9e188bd85e9839e,proposals=(2; 4)
78,gate_c_bounded_creation,7600001,5,production,true,true,true,,2,4,0,0,2,4,35,50,15,true,217668b857368839b902c2ae102f6b0f2ae0728bd3b933e3a9e188bd85e9839e,proposals=(2; 4)
79,gate_d_orphan_cleanup_reuse,7600001,5,reference,true,true,true,,2,4,0,0,2,4,17,20,15,true,86971fb624b6274ad897b80b29d4afa4481a2e536dd88d35f277553179f2d2d2,cell_slots=[CellSlot(2); CellSlot(3)]->[CellSlot(2); CellSlot(3)];arrow_slots=[Some(ArrowSlot(0)); Some(ArrowSlot(1)); Some(ArrowSlot(2)); Some(ArrowSlot(3))]->[Some(ArrowSlot(0)); Some(ArrowSlot(1)); Some(ArrowSlot(2)); Some(ArrowSlot(3))]
79,gate_d_orphan_cleanup_reuse,7600001,5,production,true,true,true,,2,4,0,0,2,4,17,20,15,true,86971fb624b6274ad897b80b29d4afa4481a2e536dd88d35f277553179f2d2d2,cell_slots=[CellSlot(2); CellSlot(3)]->[CellSlot(2); CellSlot(3)];arrow_slots=[Some(ArrowSlot(0)); Some(ArrowSlot(1)); Some(ArrowSlot(2)); Some(ArrowSlot(3))]->[Some(ArrowSlot(0)); Some(ArrowSlot(1)); Some(ArrowSlot(2)); Some(ArrowSlot(3))]
80,gate_e_positive_consequence,7600001,5,reference,true,true,false,positive_stem_consolidated|positive_relation_remains_executable,2,4,1,1,1,3,19,23,15,true,38efd2fdb1d5d07f328489191f055b19cbea6e573bfb1348c702dae9f9a0c05c,positive_r=cellSome(4)/stemSome(1)/outSome(4);negative_r=cellSome(1)/outSome(1);live10=positive(true; false; true)/negative(false; false; false)
80,gate_e_positive_consequence,7600001,5,production,true,true,false,positive_stem_consolidated|positive_relation_remains_executable,2,4,1,1,1,3,19,23,15,true,38efd2fdb1d5d07f328489191f055b19cbea6e573bfb1348c702dae9f9a0c05c,positive_r=cellSome(4)/stemSome(1)/outSome(4);negative_r=cellSome(1)/outSome(1);live10=positive(true; false; true)/negative(false; false; false)
81,gate_a_sign_symmetry,7600001,6,reference,true,true,true,,2,4,0,0,0,0,11,14,8,true,3ac7cd2252d88ee6e6a8ca907436b4504632782a5f1031ce474dfee89acf9efc,negative=CellId(2)/CellSlot(2);positive=CellId(3)/CellSlot(3)
81,gate_a_sign_symmetry,7600001,6,production,true,true,true,,2,4,0,0,0,0,11,14,8,true,3ac7cd2252d88ee6e6a8ca907436b4504632782a5f1031ce474dfee89acf9efc,negative=CellId(2)/CellSlot(2);positive=CellId(3)/CellSlot(3)
82,gate_b_no_consequence,7600001,6,reference,true,true,true,,2,4,0,0,2,4,17,20,16,true,217668b857368839b902c2ae102f6b0f2ae0728bd3b933e3a9e188bd85e9839e,negative_live=(false; false; false);positive_live=(false; false; false)
82,gate_b_no_consequence,7600001,6,production,true,true,true,,2,4,0,0,2,4,17,20,16,true,217668b857368839b902c2ae102f6b0f2ae0728bd3b933e3a9e188bd85e9839e,negative_live=(false; false; false);positive_live=(false; false; false)
83,gate_c_bounded_creation,7600001,6,reference,true,true,true,,2,4,0,0,2,4,35,50,16,true,217668b857368839b902c2ae102f6b0f2ae0728bd3b933e3a9e188bd85e9839e,proposals=(2; 4)
83,gate_c_bounded_creation,7600001,6,production,true,true,true,,2,4,0,0,2,4,35,50,16,true,217668b857368839b902c2ae102f6b0f2ae0728bd3b933e3a9e188bd85e9839e,proposals=(2; 4)
84,gate_d_orphan_cleanup_reuse,7600001,6,reference,true,true,true,,2,4,0,0,2,4,17,20,16,true,86971fb624b6274ad897b80b29d4afa4481a2e536dd88d35f277553179f2d2d2,cell_slots=[CellSlot(2); CellSlot(3)]->[CellSlot(2); CellSlot(3)];arrow_slots=[Some(ArrowSlot(0)); Some(ArrowSlot(1)); Some(ArrowSlot(2)); Some(ArrowSlot(3))]->[Some(ArrowSlot(0)); Some(ArrowSlot(1)); Some(ArrowSlot(2)); Some(ArrowSlot(3))]
84,gate_d_orphan_cleanup_reuse,7600001,6,production,true,true,true,,2,4,0,0,2,4,17,20,16,true,86971fb624b6274ad897b80b29d4afa4481a2e536dd88d35f277553179f2d2d2,cell_slots=[CellSlot(2); CellSlot(3)]->[CellSlot(2); CellSlot(3)];arrow_slots=[Some(ArrowSlot(0)); Some(ArrowSlot(1)); Some(ArrowSlot(2)); Some(ArrowSlot(3))]->[Some(ArrowSlot(0)); Some(ArrowSlot(1)); Some(ArrowSlot(2)); Some(ArrowSlot(3))]
85,gate_e_positive_consequence,7600001,6,reference,true,true,false,positive_stem_consolidated|positive_relation_remains_executable,2,4,1,1,1,3,19,23,16,true,38efd2fdb1d5d07f328489191f055b19cbea6e573bfb1348c702dae9f9a0c05c,positive_r=cellSome(4)/stemSome(1)/outSome(4);negative_r=cellSome(1)/outSome(1);live10=positive(true; false; true)/negative(false; false; false)
85,gate_e_positive_consequence,7600001,6,production,true,true,false,positive_stem_consolidated|positive_relation_remains_executable,2,4,1,1,1,3,19,23,16,true,38efd2fdb1d5d07f328489191f055b19cbea6e573bfb1348c702dae9f9a0c05c,positive_r=cellSome(4)/stemSome(1)/outSome(4);negative_r=cellSome(1)/outSome(1);live10=positive(true; false; true)/negative(false; false; false)
86,gate_a_sign_symmetry,7600001,7,reference,true,true,true,,2,4,0,0,0,0,11,14,9,true,3ac7cd2252d88ee6e6a8ca907436b4504632782a5f1031ce474dfee89acf9efc,negative=CellId(2)/CellSlot(2);positive=CellId(3)/CellSlot(3)
86,gate_a_sign_symmetry,7600001,7,production,true,true,true,,2,4,0,0,0,0,11,14,9,true,3ac7cd2252d88ee6e6a8ca907436b4504632782a5f1031ce474dfee89acf9efc,negative=CellId(2)/CellSlot(2);positive=CellId(3)/CellSlot(3)
87,gate_b_no_consequence,7600001,7,reference,true,true,true,,2,4,0,0,2,4,17,20,17,true,217668b857368839b902c2ae102f6b0f2ae0728bd3b933e3a9e188bd85e9839e,negative_live=(false; false; false);positive_live=(false; false; false)
87,gate_b_no_consequence,7600001,7,production,true,true,true,,2,4,0,0,2,4,17,20,17,true,217668b857368839b902c2ae102f6b0f2ae0728bd3b933e3a9e188bd85e9839e,negative_live=(false; false; false);positive_live=(false; false; false)
