case,family,root,phase,mechanics,replay_equal,cross_equal,renaming_equal,checks_pass,failed,quiescent,ceiling,physical_work,updates,proposals,cell_proposals,arrow_deallocations,cell_deallocations,normalized_trace_len,final_tick,normalized_trace_hash,raw_trace_hash,normalized_body_hash,raw_body_hash,live_hash,pending_continuation_hash,admitted_continuation_hash,markers
40,inhibitory_location_permutation,8100000,4,production,true,true,true,true,,true,false,46,2,12,6,2,1,10,18,bb97df3362ccdb2a416dd9c65816642b01c93ffd6d499f88cb7e755dd2bb6fd1,2d670feeea2292699cda69ef114f9d1d04a08855f347ef6da45ca28c58eb3aa1,4878bd4e2485209e051b2d840f70ef04262afa2005a27850af856c745d67fe65,61979003dba20d495ac6b373875aaf18088b61215f4ef771734c07c86bcb96cb,039d3e6d3ddc73e5eea146e8de743634a2115e5cc609837f4ebe3ad4c9c7fa0d,a97e2aca967be2712be0578d404a21624fd5af0333d2abdd78d2dce48f943a34,6e8afb6eb1b692928ad447a212d56931d5e8d4d05ad7125bd70bdd3b42705b9d,selected_sign=-1;r=[Some(4); Some(4)];unsupported_live=false;anchors=[Some(500); Some(500)];fires=a1/b1/contact1;fresh=false
41,irrelevant_negative_not_retained,8100000,4,reference,true,true,true,true,,true,false,72,2,20,10,6,3,10,18,c56370b53d30c2b3ae594665bf52b5624055b9323efafdf6ac3fa36cbd805cda,28ba4a062967497584b949fc46730ee1cde46f3c9d141e85e953fe223592b7f6,1bf39bd9ee7963252f0cade8c89ef649b3d4e6462c0ceef2858a159e8c82a13c,41e1922c3cb361b2033ddf473cd034cd05dcd7cc52fe045617fb20a6890688db,fe779bb7e9f4c4c882ee867906d4a1b9182dc9dd3d89f5c2411ca8cf0b32842d,bdc8622ffd0b143dfa70c3ec0dc8395334c9d1b4f35e49600154a1293d774ddf,5b691f394fc2e2df2722ec00c88b66bbd0771116f6ac00c677b0cb8b7872f86c,useful_live=true;others_gone=true;fires=1/1
41,irrelevant_negative_not_retained,8100000,4,production,true,true,true,true,,true,false,72,2,20,10,6,3,10,18,c56370b53d30c2b3ae594665bf52b5624055b9323efafdf6ac3fa36cbd805cda,f18989afc35cbd3d2661130d572d7f5beffce4549a9ac308fa72071ffab0dfdb,1bf39bd9ee7963252f0cade8c89ef649b3d4e6462c0ceef2858a159e8c82a13c,41e1922c3cb361b2033ddf473cd034cd05dcd7cc52fe045617fb20a6890688db,04daef0ed064b45c0173cb3ee144cc7a08bbfadda452d838a5e38d1c1880ce64,bdc8622ffd0b143dfa70c3ec0dc8395334c9d1b4f35e49600154a1293d774ddf,5b691f394fc2e2df2722ec00c88b66bbd0771116f6ac00c677b0cb8b7872f86c,useful_live=true;others_gone=true;fires=1/1
42,useful_positive_selection_control,8100000,4,reference,true,true,true,false,positive_relation_reexecutes,true,false,21,2,4,2,2,1,7,16,7a5050b54da6a8d1d53702cbb0f63b23bdd88b7af55d34757b595df2318d4535,4697b22a529f197678fd9724508485751cd825462399b945c00c9d44e76cbe8c,126b33b01ff68418561c5387c414a25b5062b294079cce057fb87a78506a0073,c70344d84696005679ff8610446d4b2d5c2c728800fd2a5e5928f8770214de13,d02bee894bd57f5230f94d0cba94d721fca92c12cbc09b0056b89063d8a97149,02113a9be7ee4858685539a3ac51b4896f4b848361b53dd4f2486575475f2c3b,420401ee3b6000bb760b8e98003dc86101967f09796802db38c342cf5aa38d35,selected_sign=1;live=true/false;contact_fires=1->2;positive_deliveries=0->0;anchors=[Some(500); Some(500)]
42,useful_positive_selection_control,8100000,4,production,true,true,true,false,positive_relation_reexecutes,true,false,21,2,4,2,2,1,7,16,7a5050b54da6a8d1d53702cbb0f63b23bdd88b7af55d34757b595df2318d4535,4697b22a529f197678fd9724508485751cd825462399b945c00c9d44e76cbe8c,126b33b01ff68418561c5387c414a25b5062b294079cce057fb87a78506a0073,c70344d84696005679ff8610446d4b2d5c2c728800fd2a5e5928f8770214de13,18367b3e595b64ed98368bf7176508d3350608c369795a4776ab5f9ad720057c,02113a9be7ee4858685539a3ac51b4896f4b848361b53dd4f2486575475f2c3b,420401ee3b6000bb760b8e98003dc86101967f09796802db38c342cf5aa38d35,selected_sign=1;live=true/false;contact_fires=1->2;positive_deliveries=0->0;anchors=[Some(500); Some(500)]
43,learned_negative_disconnected,8100000,4,reference,true,true,true,true,,false,true,128,2,20,10,18,9,24,30,a737cb711775a20f3b15f45ec48106569c71a4401380523c19459f52f1933a64,f24adef45aed47e0ec4c176d94d14e9ba71a33773a0c48527ec5db44da966cfb,ec80c8cc82b23cc5f44b9069d804d8da9e577b0b4573f5fd860335bfbccae663,da7801972eeae459c0a8a849b614cd7b85cc0a0a7338c0e060b0a141caa4c7b6,1d885402e6d60f5d7210ff81b7c45920575389ebfcfbd6e117f4ff8966380b02,10279cdc028249e5e469ecbd350f51904910aa97cf7e83319ec0af08da0eb636,36ba07d48f0d6a6d139cc0fe338032334ea8b0f585cd69efa52e52190dabb7fd,disconnected=true;ceiling=true
43,learned_negative_disconnected,8100000,4,production,true,true,true,true,,false,true,128,2,20,10,18,9,24,30,a737cb711775a20f3b15f45ec48106569c71a4401380523c19459f52f1933a64,f24adef45aed47e0ec4c176d94d14e9ba71a33773a0c48527ec5db44da966cfb,ec80c8cc82b23cc5f44b9069d804d8da9e577b0b4573f5fd860335bfbccae663,da7801972eeae459c0a8a849b614cd7b85cc0a0a7338c0e060b0a141caa4c7b6,c690910480b518c0702da41ee3e6a71775c5c160fcf12545a856748adcd653b0,10279cdc028249e5e469ecbd350f51904910aa97cf7e83319ec0af08da0eb636,36ba07d48f0d6a6d139cc0fe338032334ea8b0f585cd69efa52e52190dabb7fd,disconnected=true;ceiling=true
44,learned_negative_not_traversed,8100000,4,reference,true,true,true,true,,false,true,112,2,16,8,14,7,26,35,478c96df85f84284bc903efa67e8c75dc7793c0c335874dfceedd7d30156caa1,8029a4d93b34a187fbfdff11f9bbb73381164e0f0bd2443351b486c002468b41,567aea037038958c175d6a0bf72f38167ddcd9ce25da9462f353dbd6e23249db,e18ccd772783993ea9155f1569a0700beaea73613fb15c9ae6a8d0639d3b7049,219e2fbacc12dc2eaadf3982f5e61fee0b01528680ce8f966c9ad89453703705,4cfba53ea09500c68ddd0d68b02ca3ee0e36afdd9a3dcdb5af47eef09f1eea88,d8b39cc8d5707f6d1b57922723461a2c003f71d58905d39f898bce3fd31b0b49,contact_fires=0
44,learned_negative_not_traversed,8100000,4,production,true,true,true,true,,false,true,112,2,16,8,14,7,26,35,478c96df85f84284bc903efa67e8c75dc7793c0c335874dfceedd7d30156caa1,8029a4d93b34a187fbfdff11f9bbb73381164e0f0bd2443351b486c002468b41,567aea037038958c175d6a0bf72f38167ddcd9ce25da9462f353dbd6e23249db,e18ccd772783993ea9155f1569a0700beaea73613fb15c9ae6a8d0639d3b7049,422ad268cfe2fdc8b5e32e08e3df71542ee572ee6b2ea8ca02dc0b2f5d2f2a93,4cfba53ea09500c68ddd0d68b02ca3ee0e36afdd9a3dcdb5af47eef09f1eea88,d8b39cc8d5707f6d1b57922723461a2c003f71d58905d39f898bce3fd31b0b49,contact_fires=0
45,fresh_recurrence_packing,8100000,4,reference,true,true,true,true,,true,false,46,2,12,6,2,1,10,18,5f979e52866d4d6db9ff04f39377634cdd09d5127bd9294397158e9d0859ea10,2749f7b806f96f129987a97b61853e01147e29acdfc5e55ee66451328bba5f4f,cfbc39f72e9adc269b472697dab26781f313c4949480568ce93c937c3ab86190,e92ecdabbb4d04cf08e1bc48ea4a2732fac6669dec097a5ac6ba47d69fba06ef,a8aa6ef8773b3e0fb573170a7d89a0c7776b00bced7da104ffece554202704ac,d3b873f77c99d78982f21f602cf6c5a1d7a63e2c27a96a932c18d0759ac75079,c250102506bef4e59ca445ebce609e09301f04bc6073aa75becd4f75dc5c7c45,selected_sign=-1;r=[Some(4); Some(4)];unsupported_live=false;anchors=[Some(500); Some(500)];fires=a1/b1/contact1;fresh=true
45,fresh_recurrence_packing,8100000,4,production,true,true,true,true,,true,false,46,2,12,6,2,1,10,18,5f979e52866d4d6db9ff04f39377634cdd09d5127bd9294397158e9d0859ea10,2749f7b806f96f129987a97b61853e01147e29acdfc5e55ee66451328bba5f4f,cfbc39f72e9adc269b472697dab26781f313c4949480568ce93c937c3ab86190,e92ecdabbb4d04cf08e1bc48ea4a2732fac6669dec097a5ac6ba47d69fba06ef,dff5953c23773afeccb131a79ee2ba0bd465ba34b1f1f7499649c7b118f82768,d3b873f77c99d78982f21f602cf6c5a1d7a63e2c27a96a932c18d0759ac75079,c250102506bef4e59ca445ebce609e09301f04bc6073aa75becd4f75dc5c7c45,selected_sign=-1;r=[Some(4); Some(4)];unsupported_live=false;anchors=[Some(500); Some(500)];fires=a1/b1/contact1;fresh=true
46,learned_negative_stabilizes,8100000,5,reference,true,true,true,true,,true,false,46,2,12,6,2,1,10,19,42f6fabcc6ee9948f22d37b33ea1a12a4d75ae8fd8f929d6485d5ce2a02620f8,086e3236a628d87e0e24e19c0ea46e9b16d104d62ac74eab2921f08c1633fc67,37db9672927632193e907373693b15b175b16beb49e7935710e4eba81d72deec,bf95f00eac8569b0ed375bf182914cef60886e900aa042224491c26dabe651af,d522717110efdeeb1d568a46743ba4e75715e66d74dc912c5e8de34aa9657e08,ad46f819d154929271045b397eba1a78e4be91e1a66f44a0baf6d1c20b6d2574,c373cbbd5655f7cfc8c5897e2cbd280ab7a7aa5a8f1755e7b2f0f7b287977ded,selected_sign=-1;r=[Some(4); Some(4)];unsupported_live=false;anchors=[Some(500); Some(500)];fires=a1/b1/contact1;fresh=false
46,learned_negative_stabilizes,8100000,5,production,true,true,true,true,,true,false,46,2,12,6,2,1,10,19,42f6fabcc6ee9948f22d37b33ea1a12a4d75ae8fd8f929d6485d5ce2a02620f8,086e3236a628d87e0e24e19c0ea46e9b16d104d62ac74eab2921f08c1633fc67,37db9672927632193e907373693b15b175b16beb49e7935710e4eba81d72deec,bf95f00eac8569b0ed375bf182914cef60886e900aa042224491c26dabe651af,1b6e0bd8a079edb911884109fac0a9ff6ec7eb4f71af9f6c5cd60b19dc5d8ea8,ad46f819d154929271045b397eba1a78e4be91e1a66f44a0baf6d1c20b6d2574,c373cbbd5655f7cfc8c5897e2cbd280ab7a7aa5a8f1755e7b2f0f7b287977ded,selected_sign=-1;r=[Some(4); Some(4)];unsupported_live=false;anchors=[Some(500); Some(500)];fires=a1/b1/contact1;fresh=false
47,no_modulation_no_selection,8100000,5,reference,true,true,true,false,uninhibited_recurrence_persists,false,false,92,0,8,4,8,4,45,56,36ce45fdd0bfd77df5768438c0dd9ad5070a873b56dc6bb719718bec21800a0f,d6906087d8e8215e22f58e932be3f3e19f663868187d0dfdcf0cd874bef44eda,28e980a2af28a4845f75e28b5b73e8d9e878ebbb60b6d446efdec1249e0563cc,9c455ae357e2ceb2a0ab89eecb949f45711abccbbfda9b11e7e03279a829df25,9384b84068e83cb207219b88c597fce4775dfa319d5f03b7886b25cf5bd3899b,ff039403f452f90fbab9cde3bb31e54721dab59972b72ad4db46e603eb5e5898,ca72e1fb8333022898acd002de32a66959014eee9c089fea1d486053f897220a,candidates_gone=true;anchors=[Some(500); Some(500)];fires=11/10;ceiling=false
47,no_modulation_no_selection,8100000,5,production,true,true,true,false,uninhibited_recurrence_persists,false,false,92,0,8,4,8,4,45,56,36ce45fdd0bfd77df5768438c0dd9ad5070a873b56dc6bb719718bec21800a0f,d6906087d8e8215e22f58e932be3f3e19f663868187d0dfdcf0cd874bef44eda,28e980a2af28a4845f75e28b5b73e8d9e878ebbb60b6d446efdec1249e0563cc,9c455ae357e2ceb2a0ab89eecb949f45711abccbbfda9b11e7e03279a829df25,6be238228bea8ccae1f2a06053ebcf2bdee550071e56b2ef8e41490e3675bebd,ff039403f452f90fbab9cde3bb31e54721dab59972b72ad4db46e603eb5e5898,ca72e1fb8333022898acd002de32a66959014eee9c089fea1d486053f897220a,candidates_gone=true;anchors=[Some(500); Some(500)];fires=11/10;ceiling=false
48,candidate_identity_sign_order_permutation,8100000,5,reference,true,true,true,true,,true,false,46,2,12,6,2,1,10,19,42f6fabcc6ee9948f22d37b33ea1a12a4d75ae8fd8f929d6485d5ce2a02620f8,2aa2e2e8f09c9a8a380fe96d3cec07ab284aa72bc40f95961ca30684e3c5abd0,37db9672927632193e907373693b15b175b16beb49e7935710e4eba81d72deec,0c23f90f2c37a2e5f715b32deb0388334458ac85e5d7ddec491fb42fd1cdf781,e15d0115eb78a98f7efd4897ae9bbc7f2477551ac144758f2fddbc3a1f3da5d0,ad46f819d154929271045b397eba1a78e4be91e1a66f44a0baf6d1c20b6d2574,c373cbbd5655f7cfc8c5897e2cbd280ab7a7aa5a8f1755e7b2f0f7b287977ded,selected_sign=-1;r=[Some(4); Some(4)];unsupported_live=false;anchors=[Some(500); Some(500)];fires=a1/b1/contact1;fresh=false
48,candidate_identity_sign_order_permutation,8100000,5,production,true,true,true,true,,true,false,46,2,12,6,2,1,10,19,42f6fabcc6ee9948f22d37b33ea1a12a4d75ae8fd8f929d6485d5ce2a02620f8,2aa2e2e8f09c9a8a380fe96d3cec07ab284aa72bc40f95961ca30684e3c5abd0,37db9672927632193e907373693b15b175b16beb49e7935710e4eba81d72deec,0c23f90f2c37a2e5f715b32deb0388334458ac85e5d7ddec491fb42fd1cdf781,c85e0524d384d349ca78db7e7de8588ef79936774d38a5ff57ab419d6f6698fb,ad46f819d154929271045b397eba1a78e4be91e1a66f44a0baf6d1c20b6d2574,c373cbbd5655f7cfc8c5897e2cbd280ab7a7aa5a8f1755e7b2f0f7b287977ded,selected_sign=-1;r=[Some(4); Some(4)];unsupported_live=false;anchors=[Some(500); Some(500)];fires=a1/b1/contact1;fresh=false
49,inhibitory_location_permutation,8100000,5,reference,true,true,true,true,,true,false,46,2,12,6,2,1,10,19,42f6fabcc6ee9948f22d37b33ea1a12a4d75ae8fd8f929d6485d5ce2a02620f8,086e3236a628d87e0e24e19c0ea46e9b16d104d62ac74eab2921f08c1633fc67,4878bd4e2485209e051b2d840f70ef04262afa2005a27850af856c745d67fe65,61979003dba20d495ac6b373875aaf18088b61215f4ef771734c07c86bcb96cb,c20482106111ff1c353046550b0152e7c9416249a17d3bd001111c1439033ceb,d53ea0325c4ec34c0cc830c89471323221d288426a8487744bf3013dc1b9e7c2,941f8af9ec9e07da82943bcf259ba1d4c38b032efe68a9cc1c83222988123371,selected_sign=-1;r=[Some(4); Some(4)];unsupported_live=false;anchors=[Some(500); Some(500)];fires=a1/b1/contact1;fresh=false
49,inhibitory_location_permutation,8100000,5,production,true,true,true,true,,true,false,46,2,12,6,2,1,10,19,42f6fabcc6ee9948f22d37b33ea1a12a4d75ae8fd8f929d6485d5ce2a02620f8,086e3236a628d87e0e24e19c0ea46e9b16d104d62ac74eab2921f08c1633fc67,4878bd4e2485209e051b2d840f70ef04262afa2005a27850af856c745d67fe65,61979003dba20d495ac6b373875aaf18088b61215f4ef771734c07c86bcb96cb,08cac2b9c24211b8bba9a61f9d5c148fa2aa9916a16b3c7cae680086b4508b5b,d53ea0325c4ec34c0cc830c89471323221d288426a8487744bf3013dc1b9e7c2,941f8af9ec9e07da82943bcf259ba1d4c38b032efe68a9cc1c83222988123371,selected_sign=-1;r=[Some(4); Some(4)];unsupported_live=false;anchors=[Some(500); Some(500)];fires=a1/b1/contact1;fresh=false
50,irrelevant_negative_not_retained,8100000,5,reference,true,true,true,true,,true,false,72,2,20,10,6,3,10,19,3af0068e532f2569185683fd1e0624f60962002008ce332a3ba23e875509714d,c32643c83ff1092fe0ea804a08e6f4b0441e5cc43a4472b3cf5fa9dfe76dd04e,1bf39bd9ee7963252f0cade8c89ef649b3d4e6462c0ceef2858a159e8c82a13c,41e1922c3cb361b2033ddf473cd034cd05dcd7cc52fe045617fb20a6890688db,cae3eda6a958c34aec96dfd6754cd635d823e7880242871a22e1131148df990a,ff270131e52166b5eb818aa0f413dbdc39b7b15d61f83c24ef2679f0548fef00,67b8e7305797e12cc009555f6777bb5c8427550fc08b397cec22589d3914aa40,useful_live=true;others_gone=true;fires=1/1
50,irrelevant_negative_not_retained,8100000,5,production,true,true,true,true,,true,false,72,2,20,10,6,3,10,19,3af0068e532f2569185683fd1e0624f60962002008ce332a3ba23e875509714d,ee049a18b14cfe3c0d94c543dec7c6d8f633ce01e4d72a4fe57924b061e73a16,1bf39bd9ee7963252f0cade8c89ef649b3d4e6462c0ceef2858a159e8c82a13c,41e1922c3cb361b2033ddf473cd034cd05dcd7cc52fe045617fb20a6890688db,73229ffed6908d89d4abe3c7ccfa1a6dce14d554537f9b5ab61ff61f39261498,ff270131e52166b5eb818aa0f413dbdc39b7b15d61f83c24ef2679f0548fef00,67b8e7305797e12cc009555f6777bb5c8427550fc08b397cec22589d3914aa40,useful_live=true;others_gone=true;fires=1/1
51,useful_positive_selection_control,8100000,5,reference,true,true,true,false,positive_relation_reexecutes,true,false,21,2,4,2,2,1,7,17,fd662ad7475f59bbd59f62647f72bb11431e9f9297ef23de2adb0150708fb2c8,7feb19829e8e59f1b2c9dadd546f9461383aaa653005fa26d9c0ee7999566bd7,126b33b01ff68418561c5387c414a25b5062b294079cce057fb87a78506a0073,c70344d84696005679ff8610446d4b2d5c2c728800fd2a5e5928f8770214de13,27777bacf0ebe187cb6903ac6547814ae93ffabbb3dcc3c4ea2c96676ffa7b82,dd606e5faaaf23532637e8f0d411acd2229d9c9af86b1b556c9f74b35af8977c,b0ff1d6ff546d42f03c3bc017b0b67f409358c3dac7e7efdc3ac875775fbf2a0,selected_sign=1;live=true/false;contact_fires=1->2;positive_deliveries=0->0;anchors=[Some(500); Some(500)]
51,useful_positive_selection_control,8100000,5,production,true,true,true,false,positive_relation_reexecutes,true,false,21,2,4,2,2,1,7,17,fd662ad7475f59bbd59f62647f72bb11431e9f9297ef23de2adb0150708fb2c8,7feb19829e8e59f1b2c9dadd546f9461383aaa653005fa26d9c0ee7999566bd7,126b33b01ff68418561c5387c414a25b5062b294079cce057fb87a78506a0073,c70344d84696005679ff8610446d4b2d5c2c728800fd2a5e5928f8770214de13,a4de4daf86a840153a375e1ed0bc7c2b0358a0ff0affdd789d352f8a49732646,dd606e5faaaf23532637e8f0d411acd2229d9c9af86b1b556c9f74b35af8977c,b0ff1d6ff546d42f03c3bc017b0b67f409358c3dac7e7efdc3ac875775fbf2a0,selected_sign=1;live=true/false;contact_fires=1->2;positive_deliveries=0->0;anchors=[Some(500); Some(500)]
52,learned_negative_disconnected,8100000,5,reference,true,true,true,true,,false,true,128,2,20,10,18,9,24,31,82727bb463bed0ee0d87b7d75b3b19dc23ec731aec3fe8955df6ed0b77232c79,ee205cc433103867e5ae08c3eea0d7e7aa1c8c4160308517c268cd748624ee70,ec80c8cc82b23cc5f44b9069d804d8da9e577b0b4573f5fd860335bfbccae663,da7801972eeae459c0a8a849b614cd7b85cc0a0a7338c0e060b0a141caa4c7b6,f42bb7f2596aaeebbf7f53c6b7d9e40850fb6ddaf37678dc1b8ffa48631e3b16,2d63aec9967836b376320938dbc4fe66b542309e82a357f000978ad93e934aee,4291f682a15f1c75227d832d75998d8a1d7b88da0c05531ced30ebdf9c8e580a,disconnected=true;ceiling=true
52,learned_negative_disconnected,8100000,5,production,true,true,true,true,,false,true,128,2,20,10,18,9,24,31,82727bb463bed0ee0d87b7d75b3b19dc23ec731aec3fe8955df6ed0b77232c79,ee205cc433103867e5ae08c3eea0d7e7aa1c8c4160308517c268cd748624ee70,ec80c8cc82b23cc5f44b9069d804d8da9e577b0b4573f5fd860335bfbccae663,da7801972eeae459c0a8a849b614cd7b85cc0a0a7338c0e060b0a141caa4c7b6,718ed8d79da030d53da742affe3a9cc266eecdd53556d2f3e75f1790b966b0d2,2d63aec9967836b376320938dbc4fe66b542309e82a357f000978ad93e934aee,4291f682a15f1c75227d832d75998d8a1d7b88da0c05531ced30ebdf9c8e580a,disconnected=true;ceiling=true
53,learned_negative_not_traversed,8100000,5,reference,true,true,true,true,,false,true,112,2,16,8,14,7,26,36,c6388e99875e008bdec4fcfe4c3e18794d693c0eb74d7daff7252895978fc1f5,fae81b1c3c0dc9414e7c8c0fdf3fe847ff6f6b431b46c60c16a2e41667c27e69,567aea037038958c175d6a0bf72f38167ddcd9ce25da9462f353dbd6e23249db,e18ccd772783993ea9155f1569a0700beaea73613fb15c9ae6a8d0639d3b7049,180dcb159011a9fd348d28c95718ca0d172663588e065ec9d011a01b32d351a4,c8c8f5832890b3750396149c6137cc0523540a1f16b35d1cd41bd26a13606dcb,20ddfc21f96ead7459090832fdb926cff8f0d1515eb2f4f80205dc2b6c639d01,contact_fires=0
53,learned_negative_not_traversed,8100000,5,production,true,true,true,true,,false,true,112,2,16,8,14,7,26,36,c6388e99875e008bdec4fcfe4c3e18794d693c0eb74d7daff7252895978fc1f5,fae81b1c3c0dc9414e7c8c0fdf3fe847ff6f6b431b46c60c16a2e41667c27e69,567aea037038958c175d6a0bf72f38167ddcd9ce25da9462f353dbd6e23249db,e18ccd772783993ea9155f1569a0700beaea73613fb15c9ae6a8d0639d3b7049,f984d7400399c785ac97f083de12af8db23e8529dde88559ed7fa592a245464d,c8c8f5832890b3750396149c6137cc0523540a1f16b35d1cd41bd26a13606dcb,20ddfc21f96ead7459090832fdb926cff8f0d1515eb2f4f80205dc2b6c639d01,contact_fires=0
54,fresh_recurrence_packing,8100000,5,reference,true,true,true,true,,true,false,46,2,12,6,2,1,10,19,d03feb2be784f3b2f990355c4adae2be26ad5f76be7cf54fa915032163e82040,2d973d328210dd368d16b3dcbdb224e60fbe95ff7c113ab778e62ee6a2dd723e,cfbc39f72e9adc269b472697dab26781f313c4949480568ce93c937c3ab86190,e92ecdabbb4d04cf08e1bc48ea4a2732fac6669dec097a5ac6ba47d69fba06ef,ca491c01aa8b3bbbac6b74bcad7492e70a548d76dc46b70102a639032d9aee18,2697532f26090aa18063dc31188421f8d693ff30b673ce51a0dc4899b35b3165,f21c901fe92d475e94b1bc2cb6c651eaa57fb958aa736cf4ec6c408ac76d3a31,selected_sign=-1;r=[Some(4); Some(4)];unsupported_live=false;anchors=[Some(500); Some(500)];fires=a1/b1/contact1;fresh=true
54,fresh_recurrence_packing,8100000,5,production,true,true,true,true,,true,false,46,2,12,6,2,1,10,19,d03feb2be784f3b2f990355c4adae2be26ad5f76be7cf54fa915032163e82040,2d973d328210dd368d16b3dcbdb224e60fbe95ff7c113ab778e62ee6a2dd723e,cfbc39f72e9adc269b472697dab26781f313c4949480568ce93c937c3ab86190,e92ecdabbb4d04cf08e1bc48ea4a2732fac6669dec097a5ac6ba47d69fba06ef,e62935151802fbf154e65b6e1a03ad51f37e63d631c7613e98e7bf9092ed56a4,2697532f26090aa18063dc31188421f8d693ff30b673ce51a0dc4899b35b3165,f21c901fe92d475e94b1bc2cb6c651eaa57fb958aa736cf4ec6c408ac76d3a31,selected_sign=-1;r=[Some(4); Some(4)];unsupported_live=false;anchors=[Some(500); Some(500)];fires=a1/b1/contact1;fresh=true
55,learned_negative_stabilizes,8100000,6,reference,true,true,true,true,,true,false,46,2,12,6,2,1,10,20,f28d10a3d455043907af6ca53eb564b0224f5128dd28a5021a6eceb9964934e2,2e55864e04b45ac1cee7342fb7f33526ff575a940809790087c11e182ffe30b4,37db9672927632193e907373693b15b175b16beb49e7935710e4eba81d72deec,bf95f00eac8569b0ed375bf182914cef60886e900aa042224491c26dabe651af,4e96cea26aacb87247ed74c9b0462e418dd661d071e42d637d808ef030d7eff1,2dc3ca8496f3ba55e8bd3ad55dd29d5f3dbe5d63d5fc341a122f12b1b3748865,23b8289a29b0a73c069c0390fea7f4dfdd9c3e5a11ec0ec64d721828ae97bc9c,selected_sign=-1;r=[Some(4); Some(4)];unsupported_live=false;anchors=[Some(500); Some(500)];fires=a1/b1/contact1;fresh=false
55,learned_negative_stabilizes,8100000,6,production,true,true,true,true,,true,false,46,2,12,6,2,1,10,20,f28d10a3d455043907af6ca53eb564b0224f5128dd28a5021a6eceb9964934e2,2e55864e04b45ac1cee7342fb7f33526ff575a940809790087c11e182ffe30b4,37db9672927632193e907373693b15b175b16beb49e7935710e4eba81d72deec,bf95f00eac8569b0ed375bf182914cef60886e900aa042224491c26dabe651af,96145f1f5393d3c3788f6b38e362d7f5ca62edd3cd3f17d0728b852ba42e587a,2dc3ca8496f3ba55e8bd3ad55dd29d5f3dbe5d63d5fc341a122f12b1b3748865,23b8289a29b0a73c069c0390fea7f4dfdd9c3e5a11ec0ec64d721828ae97bc9c,selected_sign=-1;r=[Some(4); Some(4)];unsupported_live=false;anchors=[Some(500); Some(500)];fires=a1/b1/contact1;fresh=false
56,no_modulation_no_selection,8100000,6,reference,true,true,true,false,uninhibited_recurrence_persists,false,false,92,0,8,4,8,4,45,57,292b249554f91314790458855210f2301468a9fb4bea11544a774c8f83a8e28e,5f01d04b6e6aec88e2c07c2570977dcc7021729c085d3228ca7b286d564cbbc0,28e980a2af28a4845f75e28b5b73e8d9e878ebbb60b6d446efdec1249e0563cc,9c455ae357e2ceb2a0ab89eecb949f45711abccbbfda9b11e7e03279a829df25,e348bfa68e9bd0fbe14d4965c2b0b12546f400496e677b51ec7682adaddd0668,08f6d30c5eb64f9c9c59f52f92358641f7e0bb6c826761a50e040a6eff713eba,6599ad843e86175ab2f5226a9ef78dea5998ff496af4f86a7e53d7c98ddb94b6,candidates_gone=true;anchors=[Some(500); Some(500)];fires=11/10;ceiling=false
56,no_modulation_no_selection,8100000,6,production,true,true,true,false,uninhibited_recurrence_persists,false,false,92,0,8,4,8,4,45,57,292b249554f91314790458855210f2301468a9fb4bea11544a774c8f83a8e28e,5f01d04b6e6aec88e2c07c2570977dcc7021729c085d3228ca7b286d564cbbc0,28e980a2af28a4845f75e28b5b73e8d9e878ebbb60b6d446efdec1249e0563cc,9c455ae357e2ceb2a0ab89eecb949f45711abccbbfda9b11e7e03279a829df25,4b2ca89e427f9482a7d18c1d42cf465b52eec1aef2e9db6e38545d08e1d9c871,08f6d30c5eb64f9c9c59f52f92358641f7e0bb6c826761a50e040a6eff713eba,6599ad843e86175ab2f5226a9ef78dea5998ff496af4f86a7e53d7c98ddb94b6,candidates_gone=true;anchors=[Some(500); Some(500)];fires=11/10;ceiling=false
57,candidate_identity_sign_order_permutation,8100000,6,reference,true,true,true,true,,true,false,46,2,12,6,2,1,10,20,f28d10a3d455043907af6ca53eb564b0224f5128dd28a5021a6eceb9964934e2,067a344d0b19d0b657e31ebc34343a7e15531069d160eb62b5435d5f9b7fca22,37db9672927632193e907373693b15b175b16beb49e7935710e4eba81d72deec,0c23f90f2c37a2e5f715b32deb0388334458ac85e5d7ddec491fb42fd1cdf781,08746bca509f4fdd7eae24f6c38d74745052c103f08f6589042dddd0db184885,2dc3ca8496f3ba55e8bd3ad55dd29d5f3dbe5d63d5fc341a122f12b1b3748865,23b8289a29b0a73c069c0390fea7f4dfdd9c3e5a11ec0ec64d721828ae97bc9c,selected_sign=-1;r=[Some(4); Some(4)];unsupported_live=false;anchors=[Some(500); Some(500)];fires=a1/b1/contact1;fresh=false
