stage,seed,stride,offset,ratio,discovery,incumbent_side,incumbent_route,alternative_route,scheduled_incumbent,scheduled_alternative,executed_incumbent,executed_alternative,returned_incumbent,returned_alternative,effective_applications,neutral_applications,attribution_failures,first_direction,first_direction_episode,first_4_balance,first_4_episode,first_8_balance,first_8_episode,first_16_balance,first_16_episode,first_opposing_gap,first_opposing_episode,longest_90_direction,ninetieth_application_episode,gap_after_episode_90,alternative_threshold_episode,incumbent_deallocation_episode,first_8_code,final_m5_incumbent,final_m5_alternative,final_live_incumbent,final_live_alternative,final_class,schedule_exact,duplicate_exact,trace_attributed
GATE,2040000001,13,1,1:1,true,1,0,1,9000,9000,9000,9000,9000,9000,3,0,0,Some(-1),Some(1),None,None,None,None,None,None,None,None,None,None,-8,None,None,0,5,-3,4,1,INCUMBENT_LOCK,true,true,true
GATE,2040000001,13,17,1:1,false,1,0,1,9000,9000,9000,9000,9000,9000,6,0,0,Some(-1),Some(1),Some(-4),Some(4),None,None,None,None,None,None,None,None,-11,None,None,0,8,-3,4,1,INCUMBENT_LOCK,true,true,true
GATE,2040000001,13,43,1:1,true,1,0,1,9000,9000,9000,9000,9000,9000,851,0,0,Some(-1),Some(1),Some(-4),Some(4),Some(-4),Some(889),Some(4),Some(952),Some(-11),Some(888),Some(1),Some(5699),-11,Some(937),None,8,-435,399,4,4,MIXED,true,true,true
GATE,2040000001,17,0,1:1,true,1,0,1,9000,9000,9000,9000,9000,9000,56,0,0,Some(-1),Some(1),Some(-4),Some(4),Some(-4),Some(6824),Some(4),Some(8554),Some(-11),Some(6823),None,None,-11,Some(8555),None,8,-24,15,4,4,MIXED,true,true,true
GATE,2040000001,17,1,1:1,false,1,0,1,9000,9000,9000,9000,9000,9000,120,0,0,Some(-1),Some(1),Some(-4),Some(4),Some(-4),Some(6824),Some(4),Some(7691),Some(-11),Some(6823),Some(1),Some(9427),-11,Some(7692),None,8,-58,45,4,4,MIXED,true,true,true
GATE,2040000001,17,17,1:1,true,1,0,1,9000,9000,9000,9000,9000,9000,1025,0,0,Some(-1),Some(1),Some(-4),Some(4),Some(-4),Some(25),Some(4),Some(371),Some(-11),Some(24),Some(1),Some(1305),-4,Some(373),Some(3045),8,-571,437,1,4,ALTERNATIVE,true,true,true
GATE,2040000001,17,43,1:1,false,1,0,1,9000,9000,9000,9000,9000,9000,16,0,0,Some(-1),Some(1),Some(-4),Some(4),Some(-2),Some(10379),Some(6),Some(17997),Some(-10),Some(8182),None,None,-10,Some(16373),None,26,-4,-3,4,4,MIXED,true,true,true
GATE,2040000001,19,0,1:1,false,1,0,1,9000,9000,9000,9000,9000,9000,3383,0,0,Some(-1),Some(1),Some(-4),Some(4),Some(-2),Some(31),Some(6),Some(39),Some(-10),Some(29),Some(1),Some(248),52,Some(39),Some(365),26,-1615,1753,1,4,ALTERNATIVE,true,true,true
GATE,2040000001,19,1,1:1,true,1,0,1,9000,9000,9000,9000,9000,9000,3954,0,0,Some(-1),Some(1),Some(-4),Some(4),Some(-2),Some(36),Some(6),Some(44),Some(-10),Some(34),Some(1),Some(282),38,Some(42),Some(421),26,-1923,2016,1,4,ALTERNATIVE,true,true,true
GATE,2040000001,19,17,1:1,false,1,0,1,9000,9000,9000,9000,9000,9000,164,0,0,Some(-1),Some(1),Some(-4),Some(4),Some(-2),Some(1867),Some(6),Some(2677),Some(-10),Some(1865),Some(1),Some(8810),-10,Some(2677),None,26,-66,83,4,4,MIXED,true,true,true
GATE,2040000001,19,43,1:1,true,1,0,1,9000,9000,9000,9000,9000,9000,3677,0,0,Some(-1),Some(1),Some(-4),Some(4),Some(-8),Some(8),Some(0),Some(114),Some(-13),Some(107),Some(1),Some(337),-13,Some(115),Some(1053),0,-1792,1864,1,4,ALTERNATIVE,true,true,true
GATE,2040000001,23,0,1:1,true,1,0,1,9000,9000,9000,9000,9000,9000,70,0,0,Some(-1),Some(1),Some(-4),Some(4),Some(-2),Some(4197),Some(6),Some(4216),Some(-10),Some(4195),None,None,-10,Some(4216),None,26,-24,31,4,4,MIXED,true,true,true
GATE,2040000001,23,1,1:1,false,1,0,1,9000,9000,9000,9000,9000,9000,8,0,0,Some(-1),Some(1),Some(-4),Some(4),Some(-2),Some(15490),None,None,Some(-10),Some(15488),None,None,-10,None,None,26,6,-1,4,1,INCUMBENT_LOCK,true,true,true
GATE,2040000001,23,17,1:1,true,1,0,1,9000,9000,9000,9000,9000,9000,5,0,0,Some(-1),Some(1),Some(-4),Some(4),None,None,None,None,None,None,None,None,-10,None,None,0,7,-3,4,1,INCUMBENT_LOCK,true,true,true
GATE,2040000001,23,43,1:1,false,1,0,1,9000,9000,9000,9000,9000,9000,2067,0,0,Some(-1),Some(1),Some(-4),Some(4),Some(-6),Some(390),Some(2),Some(398),Some(-12),Some(390),Some(1),Some(587),-12,Some(400),Some(3293),2,-1017,1031,1,4,ALTERNATIVE,true,true,true
GATE,2040000001,29,0,1:1,false,1,0,1,9000,9000,9000,9000,9000,9000,7,0,0,Some(-1),Some(1),Some(-4),Some(4),None,None,None,None,None,None,None,None,-12,None,None,0,9,-3,4,1,INCUMBENT_LOCK,true,true,true
GATE,2040000001,29,1,1:1,true,1,0,1,9000,9000,9000,9000,9000,9000,7,0,0,Some(-1),Some(1),Some(-4),Some(4),None,None,None,None,None,None,None,None,-12,None,None,0,9,-3,4,1,INCUMBENT_LOCK,true,true,true
GATE,2040000001,29,17,1:1,false,1,0,1,9000,9000,9000,9000,9000,9000,394,0,0,Some(-1),Some(1),Some(-4),Some(4),Some(-4),Some(4113),Some(4),Some(4189),Some(-11),Some(4112),Some(1),Some(5124),-11,Some(4157),None,8,-186,191,4,4,MIXED,true,true,true
GATE,2040000001,29,43,1:1,true,1,0,1,9000,9000,9000,9000,9000,9000,458,0,0,Some(-1),Some(1),Some(-4),Some(4),Some(-2),Some(5202),Some(6),Some(5756),Some(-10),Some(5200),Some(1),Some(6808),-10,Some(5755),None,26,-216,227,4,4,MIXED,true,true,true
GATE,2040000001,31,0,1:1,true,1,0,1,9000,9000,9000,9000,9000,9000,6551,0,0,Some(-1),Some(1),Some(-4),Some(4),Some(0),Some(276),Some(8),Some(287),Some(-9),Some(273),Some(1),Some(429),-9,Some(284),Some(2349),80,-3276,3262,1,4,ALTERNATIVE,true,true,true
GATE,2040000001,31,1,1:1,false,1,0,1,9000,9000,9000,9000,9000,9000,6389,0,0,Some(-1),Some(1),Some(-4),Some(4),Some(0),Some(465),Some(8),Some(473),Some(-9),Some(462),Some(1),Some(728),-9,Some(471),Some(3829),80,-3191,3185,1,4,ALTERNATIVE,true,true,true
GATE,2040000001,31,17,1:1,true,1,0,1,9000,9000,9000,9000,9000,9000,2020,0,0,Some(-1),Some(1),Some(-4),Some(4),Some(-8),Some(8),Some(-2),Some(1614),Some(-14),Some(1600),Some(1),Some(11108),-14,Some(1617),None,0,-1005,992,4,4,MIXED,true,true,true
GATE,2040000001,31,43,1:1,false,1,0,1,9000,9000,9000,9000,9000,9000,8,0,0,Some(-1),Some(1),Some(-4),Some(4),Some(-8),Some(8),None,None,None,None,None,None,-13,None,None,0,10,-3,4,1,INCUMBENT_LOCK,true,true,true
GATE,2040000001,37,0,1:1,false,1,0,1,9000,9000,9000,9000,9000,9000,6222,0,0,Some(-1),Some(1),Some(-4),Some(4),Some(-2),Some(136),Some(6),Some(156),Some(-10),Some(134),Some(1),Some(260),-10,Some(156),Some(1301),26,-3088,3119,1,4,ALTERNATIVE,true,true,true
GATE,2040000001,37,1,1:1,true,1,0,1,9000,9000,9000,9000,9000,9000,6202,0,0,Some(-1),Some(1),Some(-4),Some(4),Some(-2),Some(160),Some(6),Some(171),Some(-10),Some(158),Some(1),Some(272),-10,Some(168),Some(1421),26,-3107,3080,1,4,ALTERNATIVE,true,true,true
GATE,2040000001,37,17,1:1,false,1,0,1,9000,9000,9000,9000,9000,9000,3050,0,0,Some(-1),Some(1),Some(-4),Some(4),Some(-2),Some(386),Some(6),Some(394),Some(-10),Some(384),Some(1),Some(1157),-10,Some(394),Some(3205),26,-1513,1522,1,4,ALTERNATIVE,true,true,true
GATE,2040000001,37,43,1:1,true,1,0,1,9000,9000,9000,9000,9000,9000,7,0,0,Some(-1),Some(1),Some(-4),Some(4),None,None,None,None,None,None,None,None,-12,None,None,0,9,-3,4,1,INCUMBENT_LOCK,true,true,true
GATE,2040000001,41,0,1:1,true,1,0,1,9000,9000,9000,9000,9000,9000,5,0,0,Some(-1),Some(1),Some(-4),Some(4),None,None,None,None,None,None,None,None,-10,None,None,0,7,-3,4,1,INCUMBENT_LOCK,true,true,true
GATE,2040000001,41,1,1:1,false,1,0,1,9000,9000,9000,9000,9000,9000,5,0,0,Some(-1),Some(1),Some(-4),Some(4),None,None,None,None,None,None,None,None,-10,None,None,0,7,-3,4,1,INCUMBENT_LOCK,true,true,true
GATE,2040000001,41,17,1:1,true,1,0,1,9000,9000,9000,9000,9000,9000,35,0,0,Some(-1),Some(1),Some(-4),Some(4),Some(-2),Some(10199),Some(6),Some(10207),Some(-10),Some(9922),None,None,-10,Some(10207),None,26,-8,12,4,4,MIXED,true,true,true
GATE,2040000001,41,43,1:1,false,1,0,1,9000,9000,9000,9000,9000,9000,629,0,0,Some(-1),Some(1),Some(-4),Some(4),Some(-4),Some(420),Some(4),Some(428),Some(-11),Some(419),Some(1),Some(621),-11,Some(429),Some(3509),8,-304,308,1,4,ALTERNATIVE,true,true,true
GATE,2040000001,43,0,1:1,false,1,0,1,9000,9000,9000,9000,9000,9000,5317,0,0,Some(-1),Some(1),Some(-4),Some(4),Some(-2),Some(417),Some(6),Some(425),Some(-10),Some(415),Some(1),Some(538),-10,Some(425),Some(3453),26,-2651,2651,1,4,ALTERNATIVE,true,true,true
GATE,2040000001,43,1,1:1,true,1,0,1,9000,9000,9000,9000,9000,9000,5812,0,0,Some(-1),Some(1),Some(-4),Some(4),Some(-2),Some(394),Some(6),Some(402),Some(-10),Some(392),Some(1),Some(525),-10,Some(402),Some(3269),26,-2897,2900,1,4,ALTERNATIVE,true,true,true
GATE,2040000001,43,17,1:1,false,1,0,1,9000,9000,9000,9000,9000,9000,3496,0,0,Some(-1),Some(1),Some(-4),Some(4),Some(-4),Some(267),Some(4),Some(275),Some(-11),Some(266),Some(1),Some(439),-11,Some(276),Some(2277),8,-1737,1742,1,4,ALTERNATIVE,true,true,true
GATE,2040000001,43,43,1:1,true,1,0,1,9000,9000,9000,9000,9000,9000,6,0,0,Some(-1),Some(1),Some(-4),Some(4),None,None,None,None,None,None,None,None,-11,None,None,0,8,-3,4,1,INCUMBENT_LOCK,true,true,true
GATE,2040000001,1,0,2:1,true,1,0,1,6000,12000,6000,12000,6000,12000,5053,0,0,Some(-1),Some(1),Some(-2),Some(1413),Some(2),Some(1591),Some(10),Some(1699),Some(-8),Some(1413),Some(1),Some(1773),-8,Some(1529),Some(13773),242,-1745,3297,1,4,ALTERNATIVE,true,true,true
GATE,2040000001,1,1,2:1,false,1,0,1,6000,12000,6000,12000,6000,12000,126,0,0,Some(-1),Some(1),Some(-2),Some(3764),Some(2),Some(4316),Some(10),Some(4324),Some(-8),Some(3764),Some(1),Some(8351),-8,Some(4313),None,242,-58,57,4,4,MIXED,true,true,true
GATE,2040000001,1,17,2:1,true,1,0,1,6000,12000,6000,12000,6000,12000,3,0,0,Some(-1),Some(1),None,None,None,None,None,None,None,None,None,None,-8,None,None,0,5,-3,4,1,INCUMBENT_LOCK,true,true,true
GATE,2040000001,1,43,2:1,false,1,0,1,6000,12000,6000,12000,6000,12000,3,0,0,Some(-1),Some(1),None,None,None,None,None,None,None,None,None,None,-8,None,None,0,5,-3,4,1,INCUMBENT_LOCK,true,true,true
GATE,2040000001,7,0,2:1,false,1,0,1,6000,12000,6000,12000,6000,12000,3107,0,0,Some(-1),Some(1),Some(-2),Some(3008),Some(2),Some(3024),Some(10),Some(3032),Some(-8),Some(3008),Some(1),Some(3106),-8,Some(3028),None,242,-1032,2064,4,4,MIXED,true,true,true
GATE,2040000001,7,1,2:1,true,1,0,1,6000,12000,6000,12000,6000,12000,3355,0,0,Some(-1),Some(1),Some(-2),Some(1296),Some(2),Some(1326),Some(10),Some(1334),Some(-8),Some(1296),Some(1),Some(1408),-8,Some(1326),Some(10693),242,-1140,2204,1,4,ALTERNATIVE,true,true,true
GATE,2040000001,7,17,2:1,false,1,0,1,6000,12000,6000,12000,6000,12000,3136,0,0,Some(-1),Some(1),Some(-2),Some(4521),Some(2),Some(5023),Some(10),Some(5031),Some(-8),Some(4521),Some(1),Some(5118),-8,Some(5012),None,242,-1024,2101,4,4,MIXED,true,true,true
GATE,2040000001,7,43,2:1,true,1,0,1,6000,12000,6000,12000,6000,12000,528,0,0,Some(-1),Some(1),Some(-4),Some(4),Some(-6),Some(726),Some(2),Some(734),Some(-12),Some(726),Some(1),Some(15839),-12,Some(733),Some(6381),2,-167,342,1,4,ALTERNATIVE,true,true,true
GATE,2040000001,11,0,2:1,true,1,0,1,6000,12000,6000,12000,6000,12000,181,0,0,Some(-1),Some(1),Some(-2),Some(9630),Some(2),Some(9634),Some(10),Some(9643),Some(-8),Some(9630),Some(1),Some(9839),-8,Some(9636),None,242,-53,117,4,4,MIXED,true,true,true
GATE,2040000001,11,1,2:1,false,1,0,1,6000,12000,6000,12000,6000,12000,142,0,0,Some(-1),Some(1),Some(-2),Some(3191),Some(2),Some(3195),Some(10),Some(9398),Some(-8),Some(3191),Some(1),Some(10455),-8,Some(3197),None,242,-37,94,4,4,MIXED,true,true,true
GATE,2040000001,11,17,2:1,true,1,0,1,6000,12000,6000,12000,6000,12000,2892,0,0,Some(-1),Some(1),Some(-2),Some(5006),Some(2),Some(5010),Some(10),Some(5018),Some(-8),Some(5006),Some(1),Some(5522),-8,Some(5012),None,242,-957,1924,4,4,MIXED,true,true,true
GATE,2040000001,11,43,2:1,false,1,0,1,6000,12000,6000,12000,6000,12000,5228,0,0,Some(-1),Some(1),Some(-4),Some(4),Some(-4),Some(791),Some(4),Some(839),Some(-11),Some(790),Some(1),Some(1234),-11,Some(796),Some(6893),8,-1730,3481,1,4,ALTERNATIVE,true,true,true
GATE,2040000001,13,0,2:1,false,1,0,1,6000,12000,6000,12000,6000,12000,4775,0,0,Some(-1),Some(1),Some(-2),Some(622),Some(2),Some(640),Some(10),Some(656),Some(-8),Some(622),Some(1),Some(747),-8,Some(643),Some(5373),242,-1566,3198,1,4,ALTERNATIVE,true,true,true
GATE,2040000001,13,1,2:1,true,1,0,1,6000,12000,6000,12000,6000,12000,5617,0,0,Some(-1),Some(1),Some(-2),Some(1148),Some(2),Some(1152),Some(10),Some(1161),Some(-8),Some(1148),Some(1),Some(1239),-8,Some(1156),Some(9317),242,-1872,3734,1,4,ALTERNATIVE,true,true,true
GATE,2040000001,13,17,2:1,false,1,0,1,6000,12000,6000,12000,6000,12000,3297,0,0,Some(-1),Some(1),Some(-2),Some(712),Some(2),Some(716),Some(10),Some(724),Some(-8),Some(712),Some(1),Some(821),-8,Some(718),Some(5853),242,-1083,2203,1,4,ALTERNATIVE,true,true,true
GATE,2040000001,13,43,2:1,true,1,0,1,6000,12000,6000,12000,6000,12000,3284,0,0,Some(-1),Some(1),Some(-4),Some(4),Some(-2),Some(414),Some(6),Some(422),Some(-10),Some(404),Some(1),Some(496),-10,Some(421),Some(3461),26,-1095,2174,1,4,ALTERNATIVE,true,true,true
GATE,2040000001,17,0,2:1,true,1,0,1,6000,12000,6000,12000,6000,12000,3,0,0,Some(-1),Some(1),None,None,None,None,None,None,None,None,None,None,-8,None,None,0,5,-3,4,1,INCUMBENT_LOCK,true,true,true
GATE,2040000001,17,1,2:1,false,1,0,1,6000,12000,6000,12000,6000,12000,298,0,0,Some(-1),Some(1),Some(-2),Some(937),Some(2),Some(941),Some(10),Some(1279),Some(-8),Some(937),Some(1),Some(1752),-8,Some(1234),Some(10269),242,-110,177,1,4,ALTERNATIVE,true,true,true
GATE,2040000001,17,17,2:1,true,1,0,1,6000,12000,6000,12000,6000,12000,4752,0,0,Some(-1),Some(1),Some(-4),Some(4),Some(-2),Some(266),Some(6),Some(373),Some(-10),Some(264),Some(1),Some(964),-10,Some(372),Some(3437),26,-1601,3136,1,4,ALTERNATIVE,true,true,true
GATE,2040000001,17,43,2:1,false,1,0,1,6000,12000,6000,12000,6000,12000,425,0,0,Some(-1),Some(1),Some(-4),Some(4),Some(-2),Some(613),Some(6),Some(621),Some(-10),Some(611),Some(1),Some(10464),-10,Some(619),None,26,-134,276,4,4,MIXED,true,true,true
GATE,2040000001,19,0,2:1,false,1,0,1,6000,12000,6000,12000,6000,12000,5950,0,0,Some(-1),Some(1),Some(-2),Some(34),Some(2),Some(38),Some(10),Some(46),Some(-8),Some(34),Some(1),Some(265),41,Some(41),Some(429),242,-1982,3957,1,4,ALTERNATIVE,true,true,true
GATE,2040000001,19,1,2:1,true,1,0,1,6000,12000,6000,12000,6000,12000,4623,0,0,Some(-1),Some(1),Some(-2),Some(34),Some(2),Some(38),Some(10),Some(46),Some(-8),Some(34),Some(1),Some(248),49,Some(41),Some(397),242,-1548,3064,1,4,ALTERNATIVE,true,true,true
GATE,2040000001,19,17,2:1,false,1,0,1,6000,12000,6000,12000,6000,12000,1333,0,0,Some(-1),Some(1),Some(-4),Some(4),Some(0),Some(36),Some(8),Some(44),Some(-9),Some(33),Some(1),Some(480),13,Some(40),Some(429),80,-419,901,1,4,ALTERNATIVE,true,true,true
GATE,2040000001,19,43,2:1,true,1,0,1,6000,12000,6000,12000,6000,12000,525,0,0,Some(-1),Some(1),Some(-4),Some(4),Some(-2),Some(2648),Some(6),Some(5902),Some(-10),Some(2646),Some(1),Some(6503),-10,Some(5899),None,26,-151,359,4,4,MIXED,true,true,true
GATE,2040000001,23,0,2:1,true,1,0,1,6000,12000,6000,12000,6000,12000,11,0,0,Some(-1),Some(1),Some(-4),Some(4),Some(0),Some(7932),None,None,Some(-9),Some(2012),None,None,-9,Some(7936),None,80,4,2,4,4,MIXED,true,true,true
GATE,2040000001,23,1,2:1,false,1,0,1,6000,12000,6000,12000,6000,12000,99,0,0,Some(-1),Some(1),Some(-4),Some(4),Some(0),Some(3185),Some(8),Some(3197),Some(-9),Some(3182),Some(1),Some(15474),-9,Some(3191),None,80,-27,59,4,4,MIXED,true,true,true
GATE,2040000001,23,17,2:1,true,1,0,1,6000,12000,6000,12000,6000,12000,5,0,0,Some(-1),Some(1),Some(-4),Some(4),None,None,None,None,None,None,None,None,-10,None,None,0,7,-3,4,1,INCUMBENT_LOCK,true,true,true
GATE,2040000001,23,43,2:1,false,1,0,1,6000,12000,6000,12000,6000,12000,1324,0,0,Some(-1),Some(1),Some(-4),Some(4),Some(-4),Some(391),Some(4),Some(399),Some(-11),Some(390),Some(1),Some(512),-11,Some(397),Some(3293),8,-431,876,1,4,ALTERNATIVE,true,true,true
GATE,2040000001,29,0,2:1,false,1,0,1,6000,12000,6000,12000,6000,12000,1611,0,0,Some(-1),Some(1),Some(-4),Some(4),Some(0),Some(1856),Some(8),Some(1998),Some(-9),Some(1847),Some(1),Some(2167),-9,Some(1989),Some(16045),80,-533,1065,1,4,ALTERNATIVE,true,true,true
GATE,2040000001,29,1,2:1,true,1,0,1,6000,12000,6000,12000,6000,12000,14,0,0,Some(-1),Some(1),Some(-4),Some(4),Some(0),Some(3563),None,None,Some(-9),Some(3554),None,None,-9,Some(3575),None,80,2,3,4,4,MIXED,true,true,true
GATE,2040000001,29,17,2:1,false,1,0,1,6000,12000,6000,12000,6000,12000,1779,0,0,Some(-1),Some(1),Some(-4),Some(4),Some(0),Some(797),Some(8),Some(805),Some(-9),Some(794),Some(1),Some(1149),-9,Some(801),Some(6509),80,-588,1178,1,4,ALTERNATIVE,true,true,true
GATE,2040000001,29,43,2:1,true,1,0,1,6000,12000,6000,12000,6000,12000,25,0,0,Some(-1),Some(1),Some(-4),Some(4),Some(-2),Some(8638),Some(6),Some(16481),Some(-10),Some(8636),None,None,-10,Some(8657),None,26,-1,9,4,4,MIXED,true,true,true
GATE,2040000001,31,0,2:1,true,1,0,1,6000,12000,6000,12000,6000,12000,2532,0,0,Some(-1),Some(1),Some(-4),Some(4),Some(0),Some(276),Some(8),Some(287),Some(-9),Some(273),Some(1),Some(367),-9,Some(284),Some(2381),80,-834,1685,1,4,ALTERNATIVE,true,true,true
GATE,2040000001,31,1,2:1,false,1,0,1,6000,12000,6000,12000,6000,12000,4323,0,0,Some(-1),Some(1),Some(-4),Some(4),Some(0),Some(363),Some(8),Some(418),Some(-9),Some(360),Some(1),Some(492),-9,Some(415),Some(3405),80,-1431,2879,1,4,ALTERNATIVE,true,true,true
GATE,2040000001,31,17,2:1,true,1,0,1,6000,12000,6000,12000,6000,12000,6035,0,0,Some(-1),Some(1),Some(-4),Some(4),Some(0),Some(499),Some(8),Some(510),Some(-9),Some(496),Some(1),Some(584),-9,Some(507),Some(4141),80,-2003,4019,1,4,ALTERNATIVE,true,true,true
GATE,2040000001,31,43,2:1,false,1,0,1,6000,12000,6000,12000,6000,12000,221,0,0,Some(-1),Some(1),Some(-4),Some(4),Some(-2),Some(576),Some(6),Some(587),Some(-10),Some(574),Some(1),Some(1451),-10,Some(585),Some(4781),26,-64,142,1,4,ALTERNATIVE,true,true,true
GATE,2040000001,37,0,2:1,false,1,0,1,6000,12000,6000,12000,6000,12000,5913,0,0,Some(-1),Some(1),Some(-4),Some(4),Some(0),Some(74),Some(8),Some(82),Some(-9),Some(71),Some(1),Some(255),6,Some(78),Some(1421),80,-1978,3922,1,4,ALTERNATIVE,true,true,true
GATE,2040000001,37,1,2:1,true,1,0,1,6000,12000,6000,12000,6000,12000,5790,0,0,Some(-1),Some(1),Some(-4),Some(4),Some(0),Some(79),Some(8),Some(87),Some(-9),Some(76),Some(1),Some(291),6,Some(85),Some(741),80,-1923,3854,1,4,ALTERNATIVE,true,true,true
GATE,2040000001,37,17,2:1,false,1,0,1,6000,12000,6000,12000,6000,12000,5333,0,0,Some(-1),Some(1),Some(-2),Some(260),Some(2),Some(264),Some(10),Some(275),Some(-8),Some(260),Some(1),Some(699),-8,Some(271),Some(2221),242,-1767,3555,1,4,ALTERNATIVE,true,true,true
GATE,2040000001,37,43,2:1,true,1,0,1,6000,12000,6000,12000,6000,12000,130,0,0,Some(-1),Some(1),Some(-4),Some(4),Some(-2),Some(14163),Some(6),Some(14171),Some(-10),Some(14161),Some(1),Some(14965),-10,Some(14168),None,26,-35,80,4,4,MIXED,true,true,true
GATE,2040000001,41,0,2:1,true,1,0,1,6000,12000,6000,12000,6000,12000,5,0,0,Some(-1),Some(1),Some(-4),Some(4),None,None,None,None,None,None,None,None,-10,None,None,0,7,-3,4,1,INCUMBENT_LOCK,true,true,true
GATE,2040000001,41,1,2:1,false,1,0,1,6000,12000,6000,12000,6000,12000,5,0,0,Some(-1),Some(1),Some(-4),Some(4),None,None,None,None,None,None,None,None,-10,None,None,0,7,-3,4,1,INCUMBENT_LOCK,true,true,true
GATE,2040000001,41,17,2:1,true,1,0,1,6000,12000,6000,12000,6000,12000,3,0,0,Some(-1),Some(1),None,None,None,None,None,None,None,None,None,None,-8,None,None,0,5,-3,4,1,INCUMBENT_LOCK,true,true,true
GATE,2040000001,41,43,2:1,false,1,0,1,6000,12000,6000,12000,6000,12000,2307,0,0,Some(-1),Some(1),Some(-4),Some(4),Some(-4),Some(418),Some(4),Some(426),Some(-11),Some(417),Some(1),Some(533),-11,Some(426),Some(3525),8,-734,1556,1,4,ALTERNATIVE,true,true,true
GATE,2040000001,43,0,2:1,false,1,0,1,6000,12000,6000,12000,6000,12000,4677,0,0,Some(-1),Some(1),Some(-4),Some(4),Some(-2),Some(612),Some(6),Some(641),Some(-10),Some(610),Some(1),Some(724),-10,Some(641),Some(5181),26,-1566,3096,1,4,ALTERNATIVE,true,true,true
GATE,2040000001,43,1,2:1,true,1,0,1,6000,12000,6000,12000,6000,12000,4795,0,0,Some(-1),Some(1),Some(-4),Some(4),Some(-2),Some(486),Some(6),Some(534),Some(-10),Some(484),Some(1),Some(619),-10,Some(534),Some(4325),26,-1601,3179,1,4,ALTERNATIVE,true,true,true
GATE,2040000001,43,17,2:1,false,1,0,1,6000,12000,6000,12000,6000,12000,2827,0,0,Some(-1),Some(1),Some(-4),Some(4),Some(0),Some(359),Some(8),Some(367),Some(-9),Some(356),Some(1),Some(468),-9,Some(365),Some(3205),80,-933,1881,1,4,ALTERNATIVE,true,true,true
GATE,2040000001,43,43,2:1,true,1,0,1,6000,12000,6000,12000,6000,12000,408,0,0,Some(-1),Some(1),Some(-4),Some(4),Some(-4),Some(8607),Some(4),Some(8670),Some(-11),Some(8606),Some(1),Some(8767),-11,Some(8671),None,8,-125,266,4,4,MIXED,true,true,true
GATE,2040000001,1,0,4:1,true,1,0,1,3600,14400,3600,14400,3600,14400,1710,0,0,Some(-1),Some(1),Some(-2),Some(4856),Some(2),Some(4863),Some(10),Some(4871),Some(-8),Some(4856),Some(1),Some(5025),-8,Some(4866),None,242,-334,1365,4,4,MIXED,true,true,true
GATE,2040000001,1,1,4:1,false,1,0,1,3600,14400,3600,14400,3600,14400,1847,0,0,Some(-1),Some(1),Some(-2),Some(4933),Some(2),Some(5564),Some(10),Some(5655),Some(-8),Some(4933),Some(1),Some(6090),-8,Some(5564),None,242,-399,1437,4,4,MIXED,true,true,true
GATE,2040000001,1,17,4:1,true,1,0,1,3600,14400,3600,14400,3600,14400,3,0,0,Some(-1),Some(1),None,None,None,None,None,None,None,None,None,None,-8,None,None,0,5,-3,4,1,INCUMBENT_LOCK,true,true,true
GATE,2040000001,1,43,4:1,false,1,0,1,3600,14400,3600,14400,3600,14400,3,0,0,Some(-1),Some(1),None,None,None,None,None,None,None,None,None,None,-8,None,None,0,5,-3,4,1,INCUMBENT_LOCK,true,true,true
GATE,2040000001,7,0,4:1,false,1,0,1,3600,14400,3600,14400,3600,14400,157,0,0,Some(-1),Some(1),Some(-2),Some(372),Some(2),Some(376),Some(10),Some(384),Some(-8),Some(372),Some(1),Some(2157),-8,Some(379),Some(3229),242,-26,120,1,4,ALTERNATIVE,true,true,true
GATE,2040000001,7,1,4:1,true,1,0,1,3600,14400,3600,14400,3600,14400,3,0,0,Some(-1),Some(1),None,None,None,None,None,None,None,None,None,None,-8,None,None,0,5,-3,4,1,INCUMBENT_LOCK,true,true,true
GATE,2040000001,7,17,4:1,false,1,0,1,3600,14400,3600,14400,3600,14400,5153,0,0,Some(-1),Some(1),Some(-2),Some(4496),Some(2),Some(4514),Some(10),Some(4535),Some(-8),Some(4496),Some(1),Some(5789),-8,Some(4517),None,242,-1031,4111,4,4,MIXED,true,true,true
GATE,2040000001,7,43,4:1,true,1,0,1,3600,14400,3600,14400,3600,14400,3,0,0,Some(-1),Some(1),None,None,None,None,None,None,None,None,None,None,-8,None,None,0,5,-3,4,1,INCUMBENT_LOCK,true,true,true
GATE,2040000001,11,0,4:1,true,1,0,1,3600,14400,3600,14400,3600,14400,3,0,0,Some(-1),Some(1),None,None,None,None,None,None,None,None,None,None,-8,None,None,0,5,-3,4,1,INCUMBENT_LOCK,true,true,true
GATE,2040000001,11,1,4:1,false,1,0,1,3600,14400,3600,14400,3600,14400,19,0,0,Some(-1),Some(1),Some(-2),Some(9425),Some(2),Some(9429),Some(10),Some(10502),Some(-8),Some(9425),None,None,-8,Some(9432),None,242,1,9,4,4,MIXED,true,true,true
GATE,2040000001,11,17,4:1,true,1,0,1,3600,14400,3600,14400,3600,14400,36,0,0,Some(-1),Some(1),Some(-2),Some(7673),Some(2),Some(7677),Some(10),Some(7685),Some(-8),Some(7673),None,None,-8,Some(7679),None,242,-3,22,4,4,MIXED,true,true,true
