case_id,family,initial_phase,initial_resistance,delay,mechanics,trajectory,eligibility_events,pressure_ticks,eligible_pressure_observed,eligible_pressure_unchanged,ineligible_pressure_observed,ineligible_pressure_reduced,event_live_before,event_eligible_before,event_participation_before,event_support_before,event_resistance_before,event_support_after,event_resistance_after,renewal_attempted_live,maximum_resistance,final_live,final_resistance,final_coupling,final_participation,final_support,physical_work,drive_deliveries,modulatory_deliveries,local_updates,proposals,deallocations,final_tick,final_pressure_phase,trace_hash,body_hash,naturally_quiescent
374,same_path_renewal,4,4,8,reference,initial@4/1/4/1/0/0/0;after_initial@4/1/4/1/1/4294967296/0;settled@5/1/4/1/1/4026531840/0;settled@6/1/4/1/1/3774873600/0;settled@7/1/4/1/1/3538944000/0;settled@8/1/4/1/1/3317760000/0;settled@9/1/3/1/0/3110400000/0;settled@10/1/2/1/0/2916000000/0;settled@11/1/2/1/0/2733750000/0;settled@12/1/2/1/0/2562890625/0;before_event@12/1/2/1/0/2562890625/0;after_event@12/1/2/1/1/6857857921/0;settled@13/1/2/1/1/6429241800/0;settled@14/1/2/1/1/6027414187/0;settled@15/1/2/1/1/5650700800/0;settled@16/1/2/1/1/5297532000/0;settled@17/1/1/1/0/4966436250/0;settled@18/1/1/1/0/4656033984/0;settled@19/1/1/1/0/4365031860/0;settled@20/0/0/1/0/0/0;settled@21/0/0/1/0/0/0;settled@22/0/0/1/0/0/0;settled@23/0/0/1/0/0/0;settled@24/0/0/1/0/0/0;settled@25/0/0/1/0/0/0;settled@26/0/0/1/0/0/0;settled@27/0/0/1/0/0/0;settled@28/0/0/1/0/0/0;settled@29/0/0/1/0/0/0;settled@30/0/0/1/0/0/0;settled@31/0/0/1/0/0/0;settled@32/0/0/1/0/0/0;settled@33/0/0/1/0/0/0;settled@34/0/0/1/0/0/0;settled@35/0/0/1/0/0/0;settled@36/0/0/1/0/0/0;settled@37/0/0/1/0/0/0;settled@38/0/0/1/0/0/0;settled@39/0/0/1/0/0/0;settled@40/0/0/1/0/0/0;settled@41/0/0/1/0/0/0;settled@42/0/0/1/0/0/0;settled@43/0/0/1/0/0/0;settled@44/0/0/1/0/0/0;settled@45/0/0/1/0/0/0;settled@46/0/0/1/0/0/0;settled@47/0/0/1/0/0/0;settled@48/0/0/1/0/0/0;settled@49/0/0/1/0/0/0;settled@50/0/0/1/0/0/0;settled@51/0/0/1/0/0/0;settled@52/0/0/1/0/0/0;settled@53/0/0/1/0/0/0;settled@54/0/0/1/0/0/0;settled@55/0/0/1/0/0/0;settled@56/0/0/1/0/0/0;settled@57/0/0/1/0/0/0;settled@58/0/0/1/0/0/0;settled@59/0/0/1/0/0/0;settled@60/0/0/1/0/0/0;settled@61/0/0/1/0/0/0;settled@62/0/0/1/0/0/0;settled@63/0/0/1/0/0/0;settled@64/0/0/1/0/0/0,4:8|12:16,10|20|30|40|50|60,0,0,2,2,1,0,2562890625,0,2,0,2,1,4,0,0,1,0,0,7,6,0,0,0,1,64,4,dc7ed3d56cab46f9b8941cc1da871a2d8738eb0be26f35a48aa98826607a2593,dbae05f4aa9030f1ad139da01840b6e0b56dc37dbe89158e0e2ab504bbbe8ea2,1
374,same_path_renewal,4,4,8,production,initial@4/1/4/1/0/0/0;after_initial@4/1/4/1/1/4294967296/0;settled@5/1/4/1/1/4026531840/0;settled@6/1/4/1/1/3774873600/0;settled@7/1/4/1/1/3538944000/0;settled@8/1/4/1/1/3317760000/0;settled@9/1/3/1/0/3110400000/0;settled@10/1/2/1/0/2916000000/0;settled@11/1/2/1/0/2733750000/0;settled@12/1/2/1/0/2562890625/0;before_event@12/1/2/1/0/2562890625/0;after_event@12/1/2/1/1/6857857921/0;settled@13/1/2/1/1/6429241800/0;settled@14/1/2/1/1/6027414187/0;settled@15/1/2/1/1/5650700800/0;settled@16/1/2/1/1/5297532000/0;settled@17/1/1/1/0/4966436250/0;settled@18/1/1/1/0/4656033984/0;settled@19/1/1/1/0/4365031860/0;settled@20/0/0/1/0/0/0;settled@21/0/0/1/0/0/0;settled@22/0/0/1/0/0/0;settled@23/0/0/1/0/0/0;settled@24/0/0/1/0/0/0;settled@25/0/0/1/0/0/0;settled@26/0/0/1/0/0/0;settled@27/0/0/1/0/0/0;settled@28/0/0/1/0/0/0;settled@29/0/0/1/0/0/0;settled@30/0/0/1/0/0/0;settled@31/0/0/1/0/0/0;settled@32/0/0/1/0/0/0;settled@33/0/0/1/0/0/0;settled@34/0/0/1/0/0/0;settled@35/0/0/1/0/0/0;settled@36/0/0/1/0/0/0;settled@37/0/0/1/0/0/0;settled@38/0/0/1/0/0/0;settled@39/0/0/1/0/0/0;settled@40/0/0/1/0/0/0;settled@41/0/0/1/0/0/0;settled@42/0/0/1/0/0/0;settled@43/0/0/1/0/0/0;settled@44/0/0/1/0/0/0;settled@45/0/0/1/0/0/0;settled@46/0/0/1/0/0/0;settled@47/0/0/1/0/0/0;settled@48/0/0/1/0/0/0;settled@49/0/0/1/0/0/0;settled@50/0/0/1/0/0/0;settled@51/0/0/1/0/0/0;settled@52/0/0/1/0/0/0;settled@53/0/0/1/0/0/0;settled@54/0/0/1/0/0/0;settled@55/0/0/1/0/0/0;settled@56/0/0/1/0/0/0;settled@57/0/0/1/0/0/0;settled@58/0/0/1/0/0/0;settled@59/0/0/1/0/0/0;settled@60/0/0/1/0/0/0;settled@61/0/0/1/0/0/0;settled@62/0/0/1/0/0/0;settled@63/0/0/1/0/0/0;settled@64/0/0/1/0/0/0,4:8|12:16,10|20|30|40|50|60,0,0,2,2,1,0,2562890625,0,2,0,2,1,4,0,0,1,0,0,7,6,0,0,0,1,64,4,dc7ed3d56cab46f9b8941cc1da871a2d8738eb0be26f35a48aa98826607a2593,dbae05f4aa9030f1ad139da01840b6e0b56dc37dbe89158e0e2ab504bbbe8ea2,1
375,same_path_renewal,4,4,12,reference,initial@4/1/4/1/0/0/0;after_initial@4/1/4/1/1/4294967296/0;settled@5/1/4/1/1/4026531840/0;settled@6/1/4/1/1/3774873600/0;settled@7/1/4/1/1/3538944000/0;settled@8/1/4/1/1/3317760000/0;settled@9/1/3/1/0/3110400000/0;settled@10/1/2/1/0/2916000000/0;settled@11/1/2/1/0/2733750000/0;settled@12/1/2/1/0/2562890625/0;settled@13/1/2/1/0/2402709960/0;settled@14/1/2/1/0/2252540587/0;settled@15/1/2/1/0/2111756800/0;settled@16/1/2/1/0/1979772000/0;before_event@16/1/2/1/0/1979772000/0;after_event@16/1/2/1/1/6274739296/0;settled@17/1/2/1/1/5882568090/0;settled@18/1/2/1/1/5514907584/0;settled@19/1/2/1/1/5170225860/0;settled@20/1/2/1/1/4847086743/0;settled@21/1/1/1/0/4544143821/0;settled@22/1/1/1/0/4260134832/0;settled@23/1/1/1/0/3993876405/0;settled@24/1/1/1/0/3744259129/0;settled@25/1/1/1/0/3510242933/0;settled@26/1/1/1/0/3290852749/0;settled@27/1/1/1/0/3085174452/0;settled@28/1/1/1/0/2892351048/0;settled@29/1/1/1/0/2711579107/0;settled@30/0/0/1/0/0/0;settled@31/0/0/1/0/0/0;settled@32/0/0/1/0/0/0;settled@33/0/0/1/0/0/0;settled@34/0/0/1/0/0/0;settled@35/0/0/1/0/0/0;settled@36/0/0/1/0/0/0;settled@37/0/0/1/0/0/0;settled@38/0/0/1/0/0/0;settled@39/0/0/1/0/0/0;settled@40/0/0/1/0/0/0;settled@41/0/0/1/0/0/0;settled@42/0/0/1/0/0/0;settled@43/0/0/1/0/0/0;settled@44/0/0/1/0/0/0;settled@45/0/0/1/0/0/0;settled@46/0/0/1/0/0/0;settled@47/0/0/1/0/0/0;settled@48/0/0/1/0/0/0;settled@49/0/0/1/0/0/0;settled@50/0/0/1/0/0/0;settled@51/0/0/1/0/0/0;settled@52/0/0/1/0/0/0;settled@53/0/0/1/0/0/0;settled@54/0/0/1/0/0/0;settled@55/0/0/1/0/0/0;settled@56/0/0/1/0/0/0;settled@57/0/0/1/0/0/0;settled@58/0/0/1/0/0/0;settled@59/0/0/1/0/0/0;settled@60/0/0/1/0/0/0;settled@61/0/0/1/0/0/0;settled@62/0/0/1/0/0/0;settled@63/0/0/1/0/0/0;settled@64/0/0/1/0/0/0,4:8|16:20,10|20|30|40|50|60,1,1,2,2,1,0,1979772000,0,2,0,2,1,4,0,0,1,0,0,7,6,0,0,0,1,64,4,94492c452e73fc0882f959697146930e919879166598185533141acbb1286294,d4884e658a5cd25188ad0d4f3f4940044ca11f0446cc1b1414cc737c422f351a,1
375,same_path_renewal,4,4,12,production,initial@4/1/4/1/0/0/0;after_initial@4/1/4/1/1/4294967296/0;settled@5/1/4/1/1/4026531840/0;settled@6/1/4/1/1/3774873600/0;settled@7/1/4/1/1/3538944000/0;settled@8/1/4/1/1/3317760000/0;settled@9/1/3/1/0/3110400000/0;settled@10/1/2/1/0/2916000000/0;settled@11/1/2/1/0/2733750000/0;settled@12/1/2/1/0/2562890625/0;settled@13/1/2/1/0/2402709960/0;settled@14/1/2/1/0/2252540587/0;settled@15/1/2/1/0/2111756800/0;settled@16/1/2/1/0/1979772000/0;before_event@16/1/2/1/0/1979772000/0;after_event@16/1/2/1/1/6274739296/0;settled@17/1/2/1/1/5882568090/0;settled@18/1/2/1/1/5514907584/0;settled@19/1/2/1/1/5170225860/0;settled@20/1/2/1/1/4847086743/0;settled@21/1/1/1/0/4544143821/0;settled@22/1/1/1/0/4260134832/0;settled@23/1/1/1/0/3993876405/0;settled@24/1/1/1/0/3744259129/0;settled@25/1/1/1/0/3510242933/0;settled@26/1/1/1/0/3290852749/0;settled@27/1/1/1/0/3085174452/0;settled@28/1/1/1/0/2892351048/0;settled@29/1/1/1/0/2711579107/0;settled@30/0/0/1/0/0/0;settled@31/0/0/1/0/0/0;settled@32/0/0/1/0/0/0;settled@33/0/0/1/0/0/0;settled@34/0/0/1/0/0/0;settled@35/0/0/1/0/0/0;settled@36/0/0/1/0/0/0;settled@37/0/0/1/0/0/0;settled@38/0/0/1/0/0/0;settled@39/0/0/1/0/0/0;settled@40/0/0/1/0/0/0;settled@41/0/0/1/0/0/0;settled@42/0/0/1/0/0/0;settled@43/0/0/1/0/0/0;settled@44/0/0/1/0/0/0;settled@45/0/0/1/0/0/0;settled@46/0/0/1/0/0/0;settled@47/0/0/1/0/0/0;settled@48/0/0/1/0/0/0;settled@49/0/0/1/0/0/0;settled@50/0/0/1/0/0/0;settled@51/0/0/1/0/0/0;settled@52/0/0/1/0/0/0;settled@53/0/0/1/0/0/0;settled@54/0/0/1/0/0/0;settled@55/0/0/1/0/0/0;settled@56/0/0/1/0/0/0;settled@57/0/0/1/0/0/0;settled@58/0/0/1/0/0/0;settled@59/0/0/1/0/0/0;settled@60/0/0/1/0/0/0;settled@61/0/0/1/0/0/0;settled@62/0/0/1/0/0/0;settled@63/0/0/1/0/0/0;settled@64/0/0/1/0/0/0,4:8|16:20,10|20|30|40|50|60,1,1,2,2,1,0,1979772000,0,2,0,2,1,4,0,0,1,0,0,7,6,0,0,0,1,64,4,94492c452e73fc0882f959697146930e919879166598185533141acbb1286294,d4884e658a5cd25188ad0d4f3f4940044ca11f0446cc1b1414cc737c422f351a,1
376,dormant,5,1,none,reference,initial@5/1/1/1/0/0/0;settled@6/1/1/1/0/0/0;settled@7/1/1/1/0/0/0;settled@8/1/1/1/0/0/0;settled@9/1/1/1/0/0/0;settled@10/0/0/1/0/0/0;settled@11/0/0/1/0/0/0;settled@12/0/0/1/0/0/0;settled@13/0/0/1/0/0/0;settled@14/0/0/1/0/0/0;settled@15/0/0/1/0/0/0;settled@16/0/0/1/0/0/0;settled@17/0/0/1/0/0/0;settled@18/0/0/1/0/0/0;settled@19/0/0/1/0/0/0;settled@20/0/0/1/0/0/0;settled@21/0/0/1/0/0/0;settled@22/0/0/1/0/0/0;settled@23/0/0/1/0/0/0;settled@24/0/0/1/0/0/0;settled@25/0/0/1/0/0/0;settled@26/0/0/1/0/0/0;settled@27/0/0/1/0/0/0;settled@28/0/0/1/0/0/0;settled@29/0/0/1/0/0/0;settled@30/0/0/1/0/0/0;settled@31/0/0/1/0/0/0;settled@32/0/0/1/0/0/0;settled@33/0/0/1/0/0/0;settled@34/0/0/1/0/0/0;settled@35/0/0/1/0/0/0;settled@36/0/0/1/0/0/0;settled@37/0/0/1/0/0/0;settled@38/0/0/1/0/0/0;settled@39/0/0/1/0/0/0;settled@40/0/0/1/0/0/0;settled@41/0/0/1/0/0/0;settled@42/0/0/1/0/0/0;settled@43/0/0/1/0/0/0;settled@44/0/0/1/0/0/0;settled@45/0/0/1/0/0/0;settled@46/0/0/1/0/0/0;settled@47/0/0/1/0/0/0;settled@48/0/0/1/0/0/0;settled@49/0/0/1/0/0/0;settled@50/0/0/1/0/0/0;settled@51/0/0/1/0/0/0;settled@52/0/0/1/0/0/0;settled@53/0/0/1/0/0/0;settled@54/0/0/1/0/0/0;settled@55/0/0/1/0/0/0;settled@56/0/0/1/0/0/0;settled@57/0/0/1/0/0/0;settled@58/0/0/1/0/0/0;settled@59/0/0/1/0/0/0;settled@60/0/0/1/0/0/0;settled@61/0/0/1/0/0/0;settled@62/0/0/1/0/0/0;settled@63/0/0/1/0/0/0;settled@64/0/0/1/0/0/0;settled@65/0/0/1/0/0/0,,10|20|30|40|50|60,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,65,5,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,ad1c5f252dcaa07072a1ca1991dc7e6c45efdb9509b449ce9e6fb88e69d33bc2,1
376,dormant,5,1,none,production,initial@5/1/1/1/0/0/0;settled@6/1/1/1/0/0/0;settled@7/1/1/1/0/0/0;settled@8/1/1/1/0/0/0;settled@9/1/1/1/0/0/0;settled@10/0/0/1/0/0/0;settled@11/0/0/1/0/0/0;settled@12/0/0/1/0/0/0;settled@13/0/0/1/0/0/0;settled@14/0/0/1/0/0/0;settled@15/0/0/1/0/0/0;settled@16/0/0/1/0/0/0;settled@17/0/0/1/0/0/0;settled@18/0/0/1/0/0/0;settled@19/0/0/1/0/0/0;settled@20/0/0/1/0/0/0;settled@21/0/0/1/0/0/0;settled@22/0/0/1/0/0/0;settled@23/0/0/1/0/0/0;settled@24/0/0/1/0/0/0;settled@25/0/0/1/0/0/0;settled@26/0/0/1/0/0/0;settled@27/0/0/1/0/0/0;settled@28/0/0/1/0/0/0;settled@29/0/0/1/0/0/0;settled@30/0/0/1/0/0/0;settled@31/0/0/1/0/0/0;settled@32/0/0/1/0/0/0;settled@33/0/0/1/0/0/0;settled@34/0/0/1/0/0/0;settled@35/0/0/1/0/0/0;settled@36/0/0/1/0/0/0;settled@37/0/0/1/0/0/0;settled@38/0/0/1/0/0/0;settled@39/0/0/1/0/0/0;settled@40/0/0/1/0/0/0;settled@41/0/0/1/0/0/0;settled@42/0/0/1/0/0/0;settled@43/0/0/1/0/0/0;settled@44/0/0/1/0/0/0;settled@45/0/0/1/0/0/0;settled@46/0/0/1/0/0/0;settled@47/0/0/1/0/0/0;settled@48/0/0/1/0/0/0;settled@49/0/0/1/0/0/0;settled@50/0/0/1/0/0/0;settled@51/0/0/1/0/0/0;settled@52/0/0/1/0/0/0;settled@53/0/0/1/0/0/0;settled@54/0/0/1/0/0/0;settled@55/0/0/1/0/0/0;settled@56/0/0/1/0/0/0;settled@57/0/0/1/0/0/0;settled@58/0/0/1/0/0/0;settled@59/0/0/1/0/0/0;settled@60/0/0/1/0/0/0;settled@61/0/0/1/0/0/0;settled@62/0/0/1/0/0/0;settled@63/0/0/1/0/0/0;settled@64/0/0/1/0/0/0;settled@65/0/0/1/0/0/0,,10|20|30|40|50|60,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,65,5,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,ad1c5f252dcaa07072a1ca1991dc7e6c45efdb9509b449ce9e6fb88e69d33bc2,1
377,used_no_consequence,5,1,none,reference,initial@5/1/1/1/0/0/0;after_initial@5/1/1/1/1/4294967296/0;settled@6/1/1/1/1/4026531840/0;settled@7/1/1/1/1/3774873600/0;settled@8/1/1/1/1/3538944000/0;settled@9/1/1/1/1/3317760000/0;settled@10/0/0/1/0/0/0;settled@11/0/0/1/0/0/0;settled@12/0/0/1/0/0/0;settled@13/0/0/1/0/0/0;settled@14/0/0/1/0/0/0;settled@15/0/0/1/0/0/0;settled@16/0/0/1/0/0/0;settled@17/0/0/1/0/0/0;settled@18/0/0/1/0/0/0;settled@19/0/0/1/0/0/0;settled@20/0/0/1/0/0/0;settled@21/0/0/1/0/0/0;settled@22/0/0/1/0/0/0;settled@23/0/0/1/0/0/0;settled@24/0/0/1/0/0/0;settled@25/0/0/1/0/0/0;settled@26/0/0/1/0/0/0;settled@27/0/0/1/0/0/0;settled@28/0/0/1/0/0/0;settled@29/0/0/1/0/0/0;settled@30/0/0/1/0/0/0;settled@31/0/0/1/0/0/0;settled@32/0/0/1/0/0/0;settled@33/0/0/1/0/0/0;settled@34/0/0/1/0/0/0;settled@35/0/0/1/0/0/0;settled@36/0/0/1/0/0/0;settled@37/0/0/1/0/0/0;settled@38/0/0/1/0/0/0;settled@39/0/0/1/0/0/0;settled@40/0/0/1/0/0/0;settled@41/0/0/1/0/0/0;settled@42/0/0/1/0/0/0;settled@43/0/0/1/0/0/0;settled@44/0/0/1/0/0/0;settled@45/0/0/1/0/0/0;settled@46/0/0/1/0/0/0;settled@47/0/0/1/0/0/0;settled@48/0/0/1/0/0/0;settled@49/0/0/1/0/0/0;settled@50/0/0/1/0/0/0;settled@51/0/0/1/0/0/0;settled@52/0/0/1/0/0/0;settled@53/0/0/1/0/0/0;settled@54/0/0/1/0/0/0;settled@55/0/0/1/0/0/0;settled@56/0/0/1/0/0/0;settled@57/0/0/1/0/0/0;settled@58/0/0/1/0/0/0;settled@59/0/0/1/0/0/0;settled@60/0/0/1/0/0/0;settled@61/0/0/1/0/0/0;settled@62/0/0/1/0/0/0;settled@63/0/0/1/0/0/0;settled@64/0/0/1/0/0/0;settled@65/0/0/1/0/0/0,5:9,10|20|30|40|50|60,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,4,3,0,0,0,1,65,5,7838c8dd61db49e92174c14a56975ad31c440536712cffc6f7b04fd395f7227c,51f606d9a0c20bc1472cd02d0306eb2d8463beff93512d198834a76f74e2147c,1
377,used_no_consequence,5,1,none,production,initial@5/1/1/1/0/0/0;after_initial@5/1/1/1/1/4294967296/0;settled@6/1/1/1/1/4026531840/0;settled@7/1/1/1/1/3774873600/0;settled@8/1/1/1/1/3538944000/0;settled@9/1/1/1/1/3317760000/0;settled@10/0/0/1/0/0/0;settled@11/0/0/1/0/0/0;settled@12/0/0/1/0/0/0;settled@13/0/0/1/0/0/0;settled@14/0/0/1/0/0/0;settled@15/0/0/1/0/0/0;settled@16/0/0/1/0/0/0;settled@17/0/0/1/0/0/0;settled@18/0/0/1/0/0/0;settled@19/0/0/1/0/0/0;settled@20/0/0/1/0/0/0;settled@21/0/0/1/0/0/0;settled@22/0/0/1/0/0/0;settled@23/0/0/1/0/0/0;settled@24/0/0/1/0/0/0;settled@25/0/0/1/0/0/0;settled@26/0/0/1/0/0/0;settled@27/0/0/1/0/0/0;settled@28/0/0/1/0/0/0;settled@29/0/0/1/0/0/0;settled@30/0/0/1/0/0/0;settled@31/0/0/1/0/0/0;settled@32/0/0/1/0/0/0;settled@33/0/0/1/0/0/0;settled@34/0/0/1/0/0/0;settled@35/0/0/1/0/0/0;settled@36/0/0/1/0/0/0;settled@37/0/0/1/0/0/0;settled@38/0/0/1/0/0/0;settled@39/0/0/1/0/0/0;settled@40/0/0/1/0/0/0;settled@41/0/0/1/0/0/0;settled@42/0/0/1/0/0/0;settled@43/0/0/1/0/0/0;settled@44/0/0/1/0/0/0;settled@45/0/0/1/0/0/0;settled@46/0/0/1/0/0/0;settled@47/0/0/1/0/0/0;settled@48/0/0/1/0/0/0;settled@49/0/0/1/0/0/0;settled@50/0/0/1/0/0/0;settled@51/0/0/1/0/0/0;settled@52/0/0/1/0/0/0;settled@53/0/0/1/0/0/0;settled@54/0/0/1/0/0/0;settled@55/0/0/1/0/0/0;settled@56/0/0/1/0/0/0;settled@57/0/0/1/0/0/0;settled@58/0/0/1/0/0/0;settled@59/0/0/1/0/0/0;settled@60/0/0/1/0/0/0;settled@61/0/0/1/0/0/0;settled@62/0/0/1/0/0/0;settled@63/0/0/1/0/0/0;settled@64/0/0/1/0/0/0;settled@65/0/0/1/0/0/0,5:9,10|20|30|40|50|60,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,4,3,0,0,0,1,65,5,7838c8dd61db49e92174c14a56975ad31c440536712cffc6f7b04fd395f7227c,51f606d9a0c20bc1472cd02d0306eb2d8463beff93512d198834a76f74e2147c,1
378,timed_consequence,5,1,0,reference,initial@5/1/1/1/0/0/0;after_initial@5/1/1/1/1/4294967296/0;before_event@5/1/1/1/1/4294967296/0;after_event@5/1/1/1/0/4294967296/4294967296;settled@6/1/1/1/0/4026531840/4294967296;settled@7/1/1/1/0/3774873600/4294967296;settled@8/1/1/1/0/3538944000/4294967296;settled@9/1/1/1/0/3317760000/4294967296;settled@10/0/0/1/0/0/0;settled@11/0/0/1/0/0/0;settled@12/0/0/1/0/0/0;settled@13/0/0/1/0/0/0;settled@14/0/0/1/0/0/0;settled@15/0/0/1/0/0/0;settled@16/0/0/1/0/0/0;settled@17/0/0/1/0/0/0;settled@18/0/0/1/0/0/0;settled@19/0/0/1/0/0/0;settled@20/0/0/1/0/0/0;settled@21/0/0/1/0/0/0;settled@22/0/0/1/0/0/0;settled@23/0/0/1/0/0/0;settled@24/0/0/1/0/0/0;settled@25/0/0/1/0/0/0;settled@26/0/0/1/0/0/0;settled@27/0/0/1/0/0/0;settled@28/0/0/1/0/0/0;settled@29/0/0/1/0/0/0;settled@30/0/0/1/0/0/0;settled@31/0/0/1/0/0/0;settled@32/0/0/1/0/0/0;settled@33/0/0/1/0/0/0;settled@34/0/0/1/0/0/0;settled@35/0/0/1/0/0/0;settled@36/0/0/1/0/0/0;settled@37/0/0/1/0/0/0;settled@38/0/0/1/0/0/0;settled@39/0/0/1/0/0/0;settled@40/0/0/1/0/0/0;settled@41/0/0/1/0/0/0;settled@42/0/0/1/0/0/0;settled@43/0/0/1/0/0/0;settled@44/0/0/1/0/0/0;settled@45/0/0/1/0/0/0;settled@46/0/0/1/0/0/0;settled@47/0/0/1/0/0/0;settled@48/0/0/1/0/0/0;settled@49/0/0/1/0/0/0;settled@50/0/0/1/0/0/0;settled@51/0/0/1/0/0/0;settled@52/0/0/1/0/0/0;settled@53/0/0/1/0/0/0;settled@54/0/0/1/0/0/0;settled@55/0/0/1/0/0/0;settled@56/0/0/1/0/0/0;settled@57/0/0/1/0/0/0;settled@58/0/0/1/0/0/0;settled@59/0/0/1/0/0/0;settled@60/0/0/1/0/0/0;settled@61/0/0/1/0/0/0;settled@62/0/0/1/0/0/0;settled@63/0/0/1/0/0/0;settled@64/0/0/1/0/0/0;settled@65/0/0/1/0/0/0,5:9,10|20|30|40|50|60,0,0,1,1,1,1,4294967296,0,1,4294967296,1,0,1,0,0,1,0,0,7,4,1,1,0,1,65,5,ccbc5e2027e7cd4f98f468bf9e02a2c8c686d1b58e30ee3c0fc7ecb1ce51070b,2cd515c9ad46f475ece4b99768a3d22a5ebc6fad42d9ed1bc5e2df6df4118cd1,1
378,timed_consequence,5,1,0,production,initial@5/1/1/1/0/0/0;after_initial@5/1/1/1/1/4294967296/0;before_event@5/1/1/1/1/4294967296/0;after_event@5/1/1/1/0/4294967296/4294967296;settled@6/1/1/1/0/4026531840/4294967296;settled@7/1/1/1/0/3774873600/4294967296;settled@8/1/1/1/0/3538944000/4294967296;settled@9/1/1/1/0/3317760000/4294967296;settled@10/0/0/1/0/0/0;settled@11/0/0/1/0/0/0;settled@12/0/0/1/0/0/0;settled@13/0/0/1/0/0/0;settled@14/0/0/1/0/0/0;settled@15/0/0/1/0/0/0;settled@16/0/0/1/0/0/0;settled@17/0/0/1/0/0/0;settled@18/0/0/1/0/0/0;settled@19/0/0/1/0/0/0;settled@20/0/0/1/0/0/0;settled@21/0/0/1/0/0/0;settled@22/0/0/1/0/0/0;settled@23/0/0/1/0/0/0;settled@24/0/0/1/0/0/0;settled@25/0/0/1/0/0/0;settled@26/0/0/1/0/0/0;settled@27/0/0/1/0/0/0;settled@28/0/0/1/0/0/0;settled@29/0/0/1/0/0/0;settled@30/0/0/1/0/0/0;settled@31/0/0/1/0/0/0;settled@32/0/0/1/0/0/0;settled@33/0/0/1/0/0/0;settled@34/0/0/1/0/0/0;settled@35/0/0/1/0/0/0;settled@36/0/0/1/0/0/0;settled@37/0/0/1/0/0/0;settled@38/0/0/1/0/0/0;settled@39/0/0/1/0/0/0;settled@40/0/0/1/0/0/0;settled@41/0/0/1/0/0/0;settled@42/0/0/1/0/0/0;settled@43/0/0/1/0/0/0;settled@44/0/0/1/0/0/0;settled@45/0/0/1/0/0/0;settled@46/0/0/1/0/0/0;settled@47/0/0/1/0/0/0;settled@48/0/0/1/0/0/0;settled@49/0/0/1/0/0/0;settled@50/0/0/1/0/0/0;settled@51/0/0/1/0/0/0;settled@52/0/0/1/0/0/0;settled@53/0/0/1/0/0/0;settled@54/0/0/1/0/0/0;settled@55/0/0/1/0/0/0;settled@56/0/0/1/0/0/0;settled@57/0/0/1/0/0/0;settled@58/0/0/1/0/0/0;settled@59/0/0/1/0/0/0;settled@60/0/0/1/0/0/0;settled@61/0/0/1/0/0/0;settled@62/0/0/1/0/0/0;settled@63/0/0/1/0/0/0;settled@64/0/0/1/0/0/0;settled@65/0/0/1/0/0/0,5:9,10|20|30|40|50|60,0,0,1,1,1,1,4294967296,0,1,4294967296,1,0,1,0,0,1,0,0,7,4,1,1,0,1,65,5,ccbc5e2027e7cd4f98f468bf9e02a2c8c686d1b58e30ee3c0fc7ecb1ce51070b,2cd515c9ad46f475ece4b99768a3d22a5ebc6fad42d9ed1bc5e2df6df4118cd1,1
