case_id,sections,profile,topology,phase,excitation_q32,excitation,inhibition_q32,inhibition,threshold,delay_ab,delay_ba,class,excite_a_fires,excite_b_fires,inhibitor_a_fires,inhibitor_b_fires,positive_incidences,relay_incidences,negative_incidences,first_firings,continuation_firings,period_firings,period_ticks,scheduled_deliveries,continuation_deliveries,physical_work,final_tick,pending,naturally_quiescent,first_ceiling,continuation_ceiling,initial_couplings,final_couplings,initial_resistances,final_resistances,trace_hash,continuation_trace_hash,body_hash,replay_exact,mechanics_exact,integrity_pass
23,efficacy_plane,core_b,cycle,core0_phase,6442450944,1.5,10737418240,2.5,2,1,1,quiescent,1,0,1,0,1,1,1,1,0,0,0,4,0,4,1,0,true,false,false,6442450944|6442450944|4294967296|-10737418240|4294967296|-10737418240,6442450944|6442450944|4294967296|-10737418240|4294967296|-10737418240,4294967296000000|4294967296000000|4294967296000000|4294967296000000|4294967296000000|4294967296000000,4294966866503271|4294966866503271|4294966866503271|4294966866503271|4294966866503271|4294966866503271,f396f0be03072998799f04415ca7851d0d5f3ca47c9fe491559f2375ed9ab118,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,c619406144b5b1854567550e261a199312e0ef9d45f7fe2722b6272a1b4c641b,true,true,true
24,efficacy_plane,core_b,cycle,core0_phase,6442450944,1.5,12884901888,3,2,1,1,quiescent,1,0,1,0,1,1,1,1,0,0,0,4,0,4,1,0,true,false,false,6442450944|6442450944|4294967296|-12884901888|4294967296|-12884901888,6442450944|6442450944|4294967296|-12884901888|4294967296|-12884901888,4294967296000000|4294967296000000|4294967296000000|4294967296000000|4294967296000000|4294967296000000,4294966866503271|4294966866503271|4294966866503271|4294966866503271|4294966866503271|4294966866503271,d8337c90719f169a1608ff3df20151dd13121c3a877aa29aa84e935af3746b94,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,ca958d43f459f76c9a9d8867f3a943c4073283de1964cfbc0a742deae48598f3,true,true,true
25,efficacy_plane,core_b,cycle,core0_phase,6442450944,1.5,17179869184,4,2,1,1,quiescent,1,0,1,0,1,1,1,1,0,0,0,4,0,4,1,0,true,false,false,6442450944|6442450944|4294967296|-17179869184|4294967296|-17179869184,6442450944|6442450944|4294967296|-17179869184|4294967296|-17179869184,4294967296000000|4294967296000000|4294967296000000|4294967296000000|4294967296000000|4294967296000000,4294966866503271|4294966866503271|4294966866503271|4294966866503271|4294966866503271|4294966866503271,d431f2145769c46129878e0506ee3e6d6e341efd0ced503ffb845097febeee23,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,2981a19d7676f88e10b203c455f965fd1e4c024ea4d4b58f150c8ece0f7c60d3,true,true,true
26,efficacy_plane,core_b,cycle,core0_phase,6442450944,1.5,34359738368,8,2,1,1,quiescent,1,0,1,0,1,1,1,1,0,0,0,4,0,4,1,0,true,false,false,6442450944|6442450944|4294967296|-34359738368|4294967296|-34359738368,6442450944|6442450944|4294967296|-34359738368|4294967296|-34359738368,4294967296000000|4294967296000000|4294967296000000|4294967296000000|4294967296000000|4294967296000000,4294966866503271|4294966866503271|4294966866503271|4294966866503271|4294966866503271|4294966866503271,f37be1f0cc12b575a86d0693a4d5b2d03e40ccb61fd28ed3a655b13fbc7d295f,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,f65a87a6fed3480dfd5ab8d6dc29028dafcee8bfe7bf6a45bc8d45298a3375ac,true,true,true
27,efficacy_plane,core_b,cycle,core0_phase,6442450944,1.5,68719476736,16,2,1,1,quiescent,1,0,1,0,1,1,1,1,0,0,0,4,0,4,1,0,true,false,false,6442450944|6442450944|4294967296|-68719476736|4294967296|-68719476736,6442450944|6442450944|4294967296|-68719476736|4294967296|-68719476736,4294967296000000|4294967296000000|4294967296000000|4294967296000000|4294967296000000|4294967296000000,4294966866503271|4294966866503271|4294966866503271|4294966866503271|4294966866503271|4294966866503271,6105c01a555a4308e2c5a4956de92c4c70b3a192be84c940d09bc37869be3a89,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,73f9a32e0202deb58742e74eb71fe72ee3a63929a14189bed5d8bb463e599ead,true,true,true
28,efficacy_plane|threshold_section,rs1_style,cycle,core0_phase,8589934592,2,0,0,2,1,1,periodic,48,48,48,48,191,96,0,86,10,2,2,256,32,288,95,1,false,true,true,8589934592|8589934592|4294967296|0|4294967296|0,8589934592|8589934592|4294967296|0|4294967296|0,4294967296000000|4294967296000000|4294967296000000|4294967296000000|4294967296000000|4294967296000000,4294928641294336|4294928641294336|4294928641294336|4294928641294336|4294928641294336|4294928641294336,f805d2d1bd75493a650119431520834094b029b2135844525623f1f49a58b32e,fde27c634d08d4a983646176ea03e616daec395f24ab6ca6a77175e9b017f19b,3e597b11517f830b187637785acdb9509b1999c3472ad7e9ac7f9113c1f34340,true,true,true
28,efficacy_plane|threshold_section,core_b,cycle,core0_phase,8589934592,2,0,0,2,1,1,periodic,48,48,48,48,191,96,0,86,10,2,2,256,32,288,95,1,false,true,true,8589934592|8589934592|4294967296|0|4294967296|0,8589934592|8589934592|4294967296|0|4294967296|0,4294967296000000|4294967296000000|4294967296000000|4294967296000000|4294967296000000|4294967296000000,4294926493810688|4294926493810688|4294926493810688|4294926493810688|4294926493810688|4294926493810688,f805d2d1bd75493a650119431520834094b029b2135844525623f1f49a58b32e,fde27c634d08d4a983646176ea03e616daec395f24ab6ca6a77175e9b017f19b,3e597b11517f830b187637785acdb9509b1999c3472ad7e9ac7f9113c1f34340,true,true,true
29,efficacy_plane|threshold_section,rs1_style,cycle,core0_phase,8589934592,2,4294967296,1,2,1,1,periodic,48,48,48,48,95,96,96,86,10,2,2,256,32,288,95,1,false,true,true,8589934592|8589934592|4294967296|-4294967296|4294967296|-4294967296,8589934592|8589934592|4294967296|-4294967296|4294967296|-4294967296,4294967296000000|4294967296000000|4294967296000000|4294967296000000|4294967296000000|4294967296000000,4294928641294336|4294928641294336|4294928641294336|4294928641294336|4294928641294336|4294928641294336,223555d2baf842b0f48bf544935a1313224a00acd1ebc038894a95e535b353d7,0d32890bd7a62af1187b435ed6487b62ecdb9caa635208be46a7a620360c8f11,1b47b09a7367ff743685c8442ce59fc4d1b98272efb55c42f9d5ea95453e750e,true,true,true
29,efficacy_plane|threshold_section,core_b,cycle,core0_phase,8589934592,2,4294967296,1,2,1,1,periodic,48,48,48,48,95,96,96,86,10,2,2,256,32,288,95,1,false,true,true,8589934592|8589934592|4294967296|-4294967296|4294967296|-4294967296,8589934592|8589934592|4294967296|-4294967296|4294967296|-4294967296,4294967296000000|4294967296000000|4294967296000000|4294967296000000|4294967296000000|4294967296000000,4294926493810688|4294926493810688|4294926493810688|4294926493810688|4294926493810688|4294926493810688,223555d2baf842b0f48bf544935a1313224a00acd1ebc038894a95e535b353d7,0d32890bd7a62af1187b435ed6487b62ecdb9caa635208be46a7a620360c8f11,1b47b09a7367ff743685c8442ce59fc4d1b98272efb55c42f9d5ea95453e750e,true,true,true
30,efficacy_plane|threshold_section,core_b,cycle,core0_phase,8589934592,2,6442450944,1.5,2,1,1,periodic,48,48,48,48,95,96,96,86,10,2,2,256,32,288,95,1,false,true,true,8589934592|8589934592|4294967296|-6442450944|4294967296|-6442450944,8589934592|8589934592|4294967296|-6442450944|4294967296|-6442450944,4294967296000000|4294967296000000|4294967296000000|4294967296000000|4294967296000000|4294967296000000,4294926493810688|4294926493810688|4294926493810688|4294926493810688|4294926493810688|4294926493810688,76480f3bb76c496da0e7c0c03caca92b4eb50128a24aa2322e3445c0e3a7c496,3a60818c817e328f510417091be07d185c0eeccb2d39abade832568d9d6a92b2,14476b591578f9287fd86ca8714dca841a3b38d4999f766cb683159850d4ca11,true,true,true
31,delay_section,rs1_style,cycle,core0_phase,8589934592,2,8589934592,2,2,0,1,quiescent,1,1,1,1,2,2,2,2,0,0,0,7,0,7,1,0,true,false,false,8589934592|8589934592|4294967296|-8589934592|4294967296|-8589934592,8589934592|8589934592|4294967296|-8589934592|4294967296|-8589934592,4294967296000000|4294967296000000|4294967296000000|4294967296000000|4294967296000000|4294967296000000,4294967296000000|4294967296000000|4294967296000000|4294967296000000|4294967296000000|4294967296000000,08585980919ce4ac266eee92faa813e8338e6c166cf5d9ca3e414ec3c12e0435,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,2937b193acb538897cf20733d9044968b478335be83a7426c855d98a16c6b12b,true,true,true
31,delay_section,core_b,cycle,core0_phase,8589934592,2,8589934592,2,2,0,1,quiescent,1,1,1,1,2,2,2,2,0,0,0,7,0,7,1,0,true,false,false,8589934592|8589934592|4294967296|-8589934592|4294967296|-8589934592,8589934592|8589934592|4294967296|-8589934592|4294967296|-8589934592,4294967296000000|4294967296000000|4294967296000000|4294967296000000|4294967296000000|4294967296000000,4294966866503271|4294966866503271|4294966866503271|4294966866503271|4294966866503271|4294966866503271,08585980919ce4ac266eee92faa813e8338e6c166cf5d9ca3e414ec3c12e0435,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,2937b193acb538897cf20733d9044968b478335be83a7426c855d98a16c6b12b,true,true,true
32,delay_section|efficacy_plane|historical_pair|threshold_section,rs1_style,cycle,core0_phase,8589934592,2,8589934592,2,2,1,1,periodic,48,48,48,48,95,96,96,86,10,2,2,256,32,288,95,1,false,true,true,8589934592|8589934592|4294967296|-8589934592|4294967296|-8589934592,8589934592|8589934592|4294967296|-8589934592|4294967296|-8589934592,4294967296000000|4294967296000000|4294967296000000|4294967296000000|4294967296000000|4294967296000000,4294928641294336|4294928641294336|4294928641294336|4294928641294336|4294928641294336|4294928641294336,74d32949b6c11fe06ab9d126ffc4b3f63c15c1365497cf00428206ecedb5706c,5163a2f46407ddbf48cf0c9bd9c2e2aad1d702cb53e086a304cb6eb717c47a11,1cd75d5ac722887572e15d4215f60c3a07f780e0a7539db98fde0f3218cd154b,true,true,true
32,delay_section|efficacy_plane|historical_pair|threshold_section,core_b,cycle,core0_phase,8589934592,2,8589934592,2,2,1,1,periodic,48,48,48,48,95,96,96,86,10,2,2,256,32,288,95,1,false,true,true,8589934592|8589934592|4294967296|-8589934592|4294967296|-8589934592,8589934592|8589934592|4294967296|-8589934592|4294967296|-8589934592,4294967296000000|4294967296000000|4294967296000000|4294967296000000|4294967296000000|4294967296000000,4294926493810688|4294926493810688|4294926493810688|4294926493810688|4294926493810688|4294926493810688,74d32949b6c11fe06ab9d126ffc4b3f63c15c1365497cf00428206ecedb5706c,5163a2f46407ddbf48cf0c9bd9c2e2aad1d702cb53e086a304cb6eb717c47a11,1cd75d5ac722887572e15d4215f60c3a07f780e0a7539db98fde0f3218cd154b,true,true,true
33,delay_section,rs1_style,cycle,core0_phase,8589934592,2,8589934592,2,2,2,2,periodic,48,48,48,48,95,96,96,86,10,2,4,256,32,288,190,1,false,true,true,8589934592|8589934592|4294967296|-8589934592|4294967296|-8589934592,8589934592|8589934592|4294967296|-8589934592|4294967296|-8589934592,4294967296000000|4294967296000000|4294967296000000|4294967296000000|4294967296000000|4294967296000000,4294885691621376|4294885691621376|4294885691621376|4294885691621376|4294885691621376|4294885691621376,92ff176ff5e569872d18c35e168df53efa1e003cda458f274c9f7e3b75736607,5353cb14a6da528090938298a507bc1f06ad21ddf9d37302e22974a935224e09,af580be9ec206aedf5d8991d3d89b81d85def2f7f1874c46e867963d8b714225,true,true,true
33,delay_section,core_b,cycle,core0_phase,8589934592,2,8589934592,2,2,2,2,periodic,48,48,48,48,95,96,96,86,10,2,4,256,32,288,190,1,false,true,true,8589934592|8589934592|4294967296|-8589934592|4294967296|-8589934592,8589934592|8589934592|4294967296|-8589934592|4294967296|-8589934592,4294967296000000|4294967296000000|4294967296000000|4294967296000000|4294967296000000|4294967296000000,4294885691621376|4294885691621376|4294885691621376|4294885691621376|4294885691621376|4294885691621376,92ff176ff5e569872d18c35e168df53efa1e003cda458f274c9f7e3b75736607,5353cb14a6da528090938298a507bc1f06ad21ddf9d37302e22974a935224e09,af580be9ec206aedf5d8991d3d89b81d85def2f7f1874c46e867963d8b714225,true,true,true
34,delay_section,rs1_style,cycle,core0_phase,8589934592,2,8589934592,2,2,3,3,periodic,48,48,48,48,95,96,96,86,10,2,6,256,32,288,285,1,false,true,true,8589934592|8589934592|4294967296|-8589934592|4294967296|-8589934592,8589934592|8589934592|4294967296|-8589934592|4294967296|-8589934592,4294967296000000|4294967296000000|4294967296000000|4294967296000000|4294967296000000|4294967296000000,4294847036915712|4294847036915712|4294847036915712|4294847036915712|4294847036915712|4294847036915712,a35cc23d5aa3ea2c533c1d41ffa23e5efe222b730bdf5fa3f22d575b6bd46321,1704f5e6afc073e3a23ac1f14fd9e7300a3a7cced901fb7f7918826d7b63dc01,4027a62ff15d81a6d21d919d359be5b6f200fcefe3eaec84f7e78a5c32bd69b4,true,true,true
34,delay_section,core_b,cycle,core0_phase,8589934592,2,8589934592,2,2,3,3,periodic,48,48,48,48,95,96,96,86,10,2,6,256,32,288,285,1,false,true,true,8589934592|8589934592|4294967296|-8589934592|4294967296|-8589934592,8589934592|8589934592|4294967296|-8589934592|4294967296|-8589934592,4294967296000000|4294967296000000|4294967296000000|4294967296000000|4294967296000000|4294967296000000,4294844889432064|4294844889432064|4294844889432064|4294844889432064|4294844889432064|4294844889432064,a35cc23d5aa3ea2c533c1d41ffa23e5efe222b730bdf5fa3f22d575b6bd46321,1704f5e6afc073e3a23ac1f14fd9e7300a3a7cced901fb7f7918826d7b63dc01,4027a62ff15d81a6d21d919d359be5b6f200fcefe3eaec84f7e78a5c32bd69b4,true,true,true
35,delay_section,core_b,cycle,core0_phase,8589934592,2,10737418240,2.5,2,0,1,quiescent,1,1,1,1,2,2,2,2,0,0,0,7,0,7,1,0,true,false,false,8589934592|8589934592|4294967296|-10737418240|4294967296|-10737418240,8589934592|8589934592|4294967296|-10737418240|4294967296|-10737418240,4294967296000000|4294967296000000|4294967296000000|4294967296000000|4294967296000000|4294967296000000,4294966866503271|4294966866503271|4294966866503271|4294966866503271|4294966866503271|4294966866503271,cae8c724e9fecf8bbf48263909ce38d6d0f0ae453ebf3448823e425f62858d53,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,d8a5e8cbc89777d28c37cbb5b058759059edbd5482f1556b1c7d4aaf33ba0eba,true,true,true
36,delay_section|efficacy_plane|threshold_section,core_b,cycle,core0_phase,8589934592,2,10737418240,2.5,2,1,1,quiescent,1,1,1,1,2,2,2,2,0,0,0,7,0,7,2,0,true,false,false,8589934592|8589934592|4294967296|-10737418240|4294967296|-10737418240,8589934592|8589934592|4294967296|-10737418240|4294967296|-10737418240,4294967296000000|4294967296000000|4294967296000000|4294967296000000|4294967296000000|4294967296000000,4294966437006541|4294966437006541|4294966437006541|4294966437006541|4294966437006541|4294966437006541,511b76360de574e18cca7b79d07f90c4be9ac19c8a9d51add11ae259d08db771,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,24b1b1b653b9139712e3d6e9ab315008d561d82e19ba710d796951fa59e1791c,true,true,true
37,delay_section,core_b,cycle,core0_phase,8589934592,2,10737418240,2.5,2,2,2,periodic,48,48,48,48,95,96,96,86,10,2,4,256,32,288,190,1,false,true,true,8589934592|8589934592|4294967296|-10737418240|4294967296|-10737418240,8589934592|8589934592|4294967296|-10737418240|4294967296|-10737418240,4294967296000000|4294967296000000|4294967296000000|4294967296000000|4294967296000000|4294967296000000,4294885691621376|4294885691621376|4294885691621376|4294885691621376|4294885691621376|4294885691621376,a4b290cec97f34b8289f76c7f7a108a3052d23625da9752929826d62c5f3f602,107378d71dca1eaef3e8a02963e1674ec207b2f4164e9016e065fb6c046b5926,9a0ff7f8697fdf3de6813b5d8dd709eb6c8e62093ab2432c63577ff293087ef5,true,true,true
38,delay_section,core_b,cycle,core0_phase,8589934592,2,10737418240,2.5,2,3,3,periodic,48,48,48,48,95,96,96,86,10,2,6,256,32,288,285,1,false,true,true,8589934592|8589934592|4294967296|-10737418240|4294967296|-10737418240,8589934592|8589934592|4294967296|-10737418240|4294967296|-10737418240,4294967296000000|4294967296000000|4294967296000000|4294967296000000|4294967296000000|4294967296000000,4294844889432064|4294844889432064|4294844889432064|4294844889432064|4294844889432064|4294844889432064,895b28f6fd200168ce6b22becfcc12e00c4f445862a29e6d08b3b3587f24931f,c9ebb594f205a8f47ad17f087bd7e8bd9c33492868a51c0145f6cbb5a065fd6d,baf9ef009c293012ade752afd793beaf98c2f79ab3f5896cfe98fe358606bc74,true,true,true
39,delay_section,rs1_style,cycle,core0_phase,8589934592,2,12884901888,3,2,0,1,quiescent,1,1,1,1,2,2,2,2,0,0,0,7,0,7,1,0,true,false,false,8589934592|8589934592|4294967296|-12884901888|4294967296|-12884901888,8589934592|8589934592|4294967296|-12884901888|4294967296|-12884901888,4294967296000000|4294967296000000|4294967296000000|4294967296000000|4294967296000000|4294967296000000,4294967296000000|4294967296000000|4294967296000000|4294967296000000|4294967296000000|4294967296000000,bcddb0154dee09db88d707bfa4cfd1cb79aca2bfb77c62565f752bc8981732c7,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,032d927a782b280eb8b6d533da7dce02cbf81e42bdadf110783476ea2149d732,true,true,true
39,delay_section,core_b,cycle,core0_phase,8589934592,2,12884901888,3,2,0,1,quiescent,1,1,1,1,2,2,2,2,0,0,0,7,0,7,1,0,true,false,false,8589934592|8589934592|4294967296|-12884901888|4294967296|-12884901888,8589934592|8589934592|4294967296|-12884901888|4294967296|-12884901888,4294967296000000|4294967296000000|4294967296000000|4294967296000000|4294967296000000|4294967296000000,4294966866503271|4294966866503271|4294966866503271|4294966866503271|4294966866503271|4294966866503271,bcddb0154dee09db88d707bfa4cfd1cb79aca2bfb77c62565f752bc8981732c7,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,032d927a782b280eb8b6d533da7dce02cbf81e42bdadf110783476ea2149d732,true,true,true
40,delay_section|efficacy_plane|threshold_section,rs1_style,cycle,core0_phase,8589934592,2,12884901888,3,2,1,1,quiescent,1,1,1,1,2,2,2,2,0,0,0,7,0,7,2,0,true,false,false,8589934592|8589934592|4294967296|-12884901888|4294967296|-12884901888,8589934592|8589934592|4294967296|-12884901888|4294967296|-12884901888,4294967296000000|4294967296000000|4294967296000000|4294967296000000|4294967296000000|4294967296000000,4294967296000000|4294967296000000|4294967296000000|4294967296000000|4294967296000000|4294967296000000,ffcf9ec2917089d15f63aa59488012670909eb89c246b4f3be87e4d89440fa0c,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,eefb4cf29f382e0c755d1a091ad7c77ac3daf0ee882533e4bccd7a1ab965f81c,true,true,true
40,delay_section|efficacy_plane|threshold_section,core_b,cycle,core0_phase,8589934592,2,12884901888,3,2,1,1,quiescent,1,1,1,1,2,2,2,2,0,0,0,7,0,7,2,0,true,false,false,8589934592|8589934592|4294967296|-12884901888|4294967296|-12884901888,8589934592|8589934592|4294967296|-12884901888|4294967296|-12884901888,4294967296000000|4294967296000000|4294967296000000|4294967296000000|4294967296000000|4294967296000000,4294966437006541|4294966437006541|4294966437006541|4294966437006541|4294966437006541|4294966437006541,ffcf9ec2917089d15f63aa59488012670909eb89c246b4f3be87e4d89440fa0c,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,eefb4cf29f382e0c755d1a091ad7c77ac3daf0ee882533e4bccd7a1ab965f81c,true,true,true
41,delay_section,rs1_style,cycle,core0_phase,8589934592,2,12884901888,3,2,2,2,periodic,48,48,48,48,95,96,96,86,10,2,4,256,32,288,190,1,false,true,true,8589934592|8589934592|4294967296|-12884901888|4294967296|-12884901888,8589934592|8589934592|4294967296|-12884901888|4294967296|-12884901888,4294967296000000|4294967296000000|4294967296000000|4294967296000000|4294967296000000|4294967296000000,4294885691621376|4294885691621376|4294885691621376|4294885691621376|4294885691621376|4294885691621376,5a243a07056de50f3c9279c71eb1b1c6364a54bb2a19188f5d0a652752eb9e80,8d2e54306cad263fd7b861ef765ce3240b46f8feb5149011726de0471ea3aedb,1064931a55a8606cfb43d43a84f22595cc532d4183d7f27a7f274cfc5fe38541,true,true,true
41,delay_section,core_b,cycle,core0_phase,8589934592,2,12884901888,3,2,2,2,periodic,48,48,48,48,95,96,96,86,10,2,4,256,32,288,190,1,false,true,true,8589934592|8589934592|4294967296|-12884901888|4294967296|-12884901888,8589934592|8589934592|4294967296|-12884901888|4294967296|-12884901888,4294967296000000|4294967296000000|4294967296000000|4294967296000000|4294967296000000|4294967296000000,4294885691621376|4294885691621376|4294885691621376|4294885691621376|4294885691621376|4294885691621376,5a243a07056de50f3c9279c71eb1b1c6364a54bb2a19188f5d0a652752eb9e80,8d2e54306cad263fd7b861ef765ce3240b46f8feb5149011726de0471ea3aedb,1064931a55a8606cfb43d43a84f22595cc532d4183d7f27a7f274cfc5fe38541,true,true,true
42,delay_section,rs1_style,cycle,core0_phase,8589934592,2,12884901888,3,2,3,3,periodic,48,48,48,48,95,96,96,86,10,2,6,256,32,288,285,1,false,true,true,8589934592|8589934592|4294967296|-12884901888|4294967296|-12884901888,8589934592|8589934592|4294967296|-12884901888|4294967296|-12884901888,4294967296000000|4294967296000000|4294967296000000|4294967296000000|4294967296000000|4294967296000000,4294847036915712|4294847036915712|4294847036915712|4294847036915712|4294847036915712|4294847036915712,1dc0a535f645099b93c9cd02d7e29778d856f2d579c79bc9e31e0368ba9384fd,67a45478a24ead37b77f52f1064a1be373390de1537388439a5b3bd9c4671562,b007a9060025588a5cfe5b9be50654544fc23d1fb85ee958c763c99e9222b6c3,true,true,true
42,delay_section,core_b,cycle,core0_phase,8589934592,2,12884901888,3,2,3,3,periodic,48,48,48,48,95,96,96,86,10,2,6,256,32,288,285,1,false,true,true,8589934592|8589934592|4294967296|-12884901888|4294967296|-12884901888,8589934592|8589934592|4294967296|-12884901888|4294967296|-12884901888,4294967296000000|4294967296000000|4294967296000000|4294967296000000|4294967296000000|4294967296000000,4294844889432064|4294844889432064|4294844889432064|4294844889432064|4294844889432064|4294844889432064,1dc0a535f645099b93c9cd02d7e29778d856f2d579c79bc9e31e0368ba9384fd,67a45478a24ead37b77f52f1064a1be373390de1537388439a5b3bd9c4671562,b007a9060025588a5cfe5b9be50654544fc23d1fb85ee958c763c99e9222b6c3,true,true,true
43,delay_section,rs1_style,cycle,core0_phase,8589934592,2,17179869184,4,2,0,1,quiescent,1,1,1,1,2,2,2,2,0,0,0,7,0,7,1,0,true,false,false,8589934592|8589934592|4294967296|-17179869184|4294967296|-17179869184,8589934592|8589934592|4294967296|-17179869184|4294967296|-17179869184,4294967296000000|4294967296000000|4294967296000000|4294967296000000|4294967296000000|4294967296000000,4294967296000000|4294967296000000|4294967296000000|4294967296000000|4294967296000000|4294967296000000,d1562f786cd3c9f7e33c153aa1fb07fd5d914d3cdaf1948e10669092c67e46f5,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,55e5b3dbb49d4f1255ea24afa5cffef3a54756239f0fc21f7b91ef9add09db44,true,true,true
43,delay_section,core_b,cycle,core0_phase,8589934592,2,17179869184,4,2,0,1,quiescent,1,1,1,1,2,2,2,2,0,0,0,7,0,7,1,0,true,false,false,8589934592|8589934592|4294967296|-17179869184|4294967296|-17179869184,8589934592|8589934592|4294967296|-17179869184|4294967296|-17179869184,4294967296000000|4294967296000000|4294967296000000|4294967296000000|4294967296000000|4294967296000000,4294966866503271|4294966866503271|4294966866503271|4294966866503271|4294966866503271|4294966866503271,d1562f786cd3c9f7e33c153aa1fb07fd5d914d3cdaf1948e10669092c67e46f5,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,55e5b3dbb49d4f1255ea24afa5cffef3a54756239f0fc21f7b91ef9add09db44,true,true,true
44,delay_section|efficacy_plane|threshold_section,rs1_style,cycle,core0_phase,8589934592,2,17179869184,4,2,1,1,quiescent,1,1,1,1,2,2,2,2,0,0,0,7,0,7,2,0,true,false,false,8589934592|8589934592|4294967296|-17179869184|4294967296|-17179869184,8589934592|8589934592|4294967296|-17179869184|4294967296|-17179869184,4294967296000000|4294967296000000|4294967296000000|4294967296000000|4294967296000000|4294967296000000,4294967296000000|4294967296000000|4294967296000000|4294967296000000|4294967296000000|4294967296000000,1449358b2cf5e5fd715b942b0988bb29f98bea02f5a14fa4ed2b1401fbd98bdc,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,90833b7e78d2453ad45f7a0931d82fdc361761316d31ae1c1d0e7f3e094bb8f7,true,true,true
44,delay_section|efficacy_plane|threshold_section,core_b,cycle,core0_phase,8589934592,2,17179869184,4,2,1,1,quiescent,1,1,1,1,2,2,2,2,0,0,0,7,0,7,2,0,true,false,false,8589934592|8589934592|4294967296|-17179869184|4294967296|-17179869184,8589934592|8589934592|4294967296|-17179869184|4294967296|-17179869184,4294967296000000|4294967296000000|4294967296000000|4294967296000000|4294967296000000|4294967296000000,4294966437006541|4294966437006541|4294966437006541|4294966437006541|4294966437006541|4294966437006541,1449358b2cf5e5fd715b942b0988bb29f98bea02f5a14fa4ed2b1401fbd98bdc,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,90833b7e78d2453ad45f7a0931d82fdc361761316d31ae1c1d0e7f3e094bb8f7,true,true,true
45,delay_section,rs1_style,cycle,core0_phase,8589934592,2,17179869184,4,2,2,2,periodic,48,48,48,48,95,96,96,86,10,2,4,256,32,288,190,1,false,true,true,8589934592|8589934592|4294967296|-17179869184|4294967296|-17179869184,8589934592|8589934592|4294967296|-17179869184|4294967296|-17179869184,4294967296000000|4294967296000000|4294967296000000|4294967296000000|4294967296000000|4294967296000000,4294885691621376|4294885691621376|4294885691621376|4294885691621376|4294885691621376|4294885691621376,25b021ca801c11c9f57e4b26ca2423176c1520c08e0fbcd5a52894b768fefc00,67ffe7f5b079418a21dabe68b56667cb7530ecdc0aaca34e674e052b41fe3093,91d8aefd6055db9ad8ca3c297cb21b10afa24edd9482d3cae5a0a96d4cc3d8df,true,true,true
45,delay_section,core_b,cycle,core0_phase,8589934592,2,17179869184,4,2,2,2,periodic,48,48,48,48,95,96,96,86,10,2,4,256,32,288,190,1,false,true,true,8589934592|8589934592|4294967296|-17179869184|4294967296|-17179869184,8589934592|8589934592|4294967296|-17179869184|4294967296|-17179869184,4294967296000000|4294967296000000|4294967296000000|4294967296000000|4294967296000000|4294967296000000,4294885691621376|4294885691621376|4294885691621376|4294885691621376|4294885691621376|4294885691621376,25b021ca801c11c9f57e4b26ca2423176c1520c08e0fbcd5a52894b768fefc00,67ffe7f5b079418a21dabe68b56667cb7530ecdc0aaca34e674e052b41fe3093,91d8aefd6055db9ad8ca3c297cb21b10afa24edd9482d3cae5a0a96d4cc3d8df,true,true,true
